# EDICTOR
@modified: 2016-02-15 15:48
#
ID	ORIGINAL_TAXNAME	TOKENS	DOCULECT	CONCEPT	POS	STEDT_SRCID	COGID	STEDT_RN	STEDT_REFLEX	CONCEPT_ID	NOTE	SOURCE	STEDT_CONCEPT	IPA	ORIGINAL_ENTRY	ORIGINAL_CONCEPT
4898	Langsu (Luxi) TBL	ŋ ɔ̆ ³¹ ◦ n a̱ u ŋ ⁵⁵	Maru	we [first person plural inclusive]	other	0930.31	1065	392851	ŋɔ̆³¹ na̱uŋ⁵⁵	0930	bad concept	TBL	we	ŋɔ̆³¹na̱uŋ⁵⁵	ŋɔ̆³¹ na̱uŋ⁵⁵  | 0930.31	we pron
4899	Achang (Xiandao) TBL	ŋ ɔ ⁵⁵ ◦ t u ³⁵	Xiandao	we [first person plural inclusive]	other	0930.29	1065	392849	ŋɔ⁵⁵ tu³⁵	0930	bad concept	TBL	we	ŋɔ⁵⁵tu³⁵	ŋɔ⁵⁵ tu³⁵  | 0930.29	we pron
5415		ŋ ɑ ²² ◦ t o ⁵³	Rangoon	we [first person plural inclusive]	other	0930.27	1065	392847	ŋɑ²² to⁵³	0930	bad concept	TBL	we	ŋɑ²²◦to⁵³		
5855		ŋ ɑɑ ² ◦ t o ¹	Written_Burmese	we [first person plural inclusive]	other	0930.26	1065	392846	ŋɑɑ² to¹	0930	bad concept	TBL	we	ŋɑɑ²◦to¹		
#
4951	Achang (Longchuan) TBL	ph e t ⁵⁵	Achang_Longchuan	wet	other	1029.28	1075	398023	phet⁵⁵	1029		TBL	wet	phet⁵⁵	phet⁵⁵  | 1029.28	wet
4953	Atsi [Zaiwa] TBL	t e̱ ʔ ⁵⁵	Atsi	wet	other	1029.30	1071	398025	te̱ʔ⁵⁵	1029		TBL	wet	te̱ʔ⁵⁵	te̱ʔ⁵⁵  | 1029.30	wet
4954	Bola (Luxi) TBL	tʃ ɔ̱ ʔ ⁵⁵	Bola	wet	other	1029.32	1071	398027	tʃɔ̱ʔ⁵⁵	1029		TBL	wet	tʃɔ̱ʔ⁵⁵	tʃɔ̱ʔ⁵⁵  | 1029.32	wet
4955	Burmese (Written) ZMYYC	c ui	Burmese	wet	other	865.39	1071	?		865		HILL/ZMYYC	wet	cui²	so²  | 865.39	wet
4956	Hpun (Northern) EJAH-Hpun	t a í ʔ	Hpun	wet	other	pp.150-169	1071	?		pp		EJAH-Hpun	wet	taíʔ	taíʔ  | pp.150-169	wet
4957	Leqi (Luxi) TBL	tʃ u̱ː ʔ ⁵⁵	Lashi	wet	other	1029.33	1071	398028	tʃu̱ːʔ⁵⁵	1029		TBL	wet	tʃu̱ːʔ⁵⁵	tʃu̱ːʔ⁵⁵  | 1029.33	wet
4958	Langsu (Luxi) TBL	tʃ u̱ k ⁵⁵	Maru	wet	other	1029.31	1071	398026	tʃu̱k⁵⁵	1029		TBL	wet	tʃu̱k⁵⁵	tʃu̱k⁵⁵  | 1029.31	wet
4959	Achang (Xiandao) TBL	c o ʔ ⁵⁵	Xiandao	wet	other	1029.29	1071	398024	coʔ⁵⁵	1029		TBL	wet	coʔ⁵⁵	coʔ⁵⁵  | 1029.29	wet
4960	Burmese (Written) ZMYYC	c ui w	Old_Burmese	wet	other	?	1071	?		?		HILL/ZMYYC	wet	?	? | ?	wet
5497		s o ²²	Rangoon	wet	other	1029.27	1071	398022	so²²	1029		TBL	wet	so²²		
5935		s o ²	Written_Burmese	wet	other	1029.26	1071	398021	so²	1029		TBL	wet	so²		
#
4963	Achang (Longchuan) TBL	p i ³¹ ◦ s i ⁵⁵	Achang_Longchuan	what	other	0954.28	424	394129	pi³¹ si⁵⁵	0954		TBL	what	pi³¹si⁵⁵	pi³¹ si⁵⁵  | 0954.28	what intg
4966	Atsi [Zaiwa] TBL	x a i ⁵¹	Atsi	what	other	0954.30	424	394131	xai⁵¹	0954		TBL	what	xai⁵¹	xai⁵¹  | 0954.30	what intg
4968	Bola (Luxi) TBL	p ɛ̱ ⁵⁵ ◦ tʃ u ŋ ³¹	Bola	what	other	0954.32	424	394133	pɛ̱⁵⁵ tʃuŋ³¹	0954		TBL	what	pɛ̱⁵⁵tʃuŋ³¹	pɛ̱⁵⁵ tʃuŋ³¹  | 0954.32	what intg
4969	Burmese (Written) ZMYYC	a ¹ ◦ bh a y ²	Burmese	what	other	986.39	1081	?		986		HILL/ZMYYC	what	a¹bhay²	ɑ¹ bhɑj²  | 986.39	what
4970	Leqi (Luxi) TBL	x a ³¹ ◦ tʃ u ŋ ³³	Lashi	what	other	0954.33	424	394134	xa³¹tʃuŋ³³	0954		TBL	what	xa³¹tʃuŋ³³	xa³¹ tʃuŋ³³  | 0954.33	what intg
4971	Langsu (Luxi) TBL	p ɛ̱ ⁵⁵	Maru	what	other	0954.31	424	394132	pɛ̱⁵⁵	0954		TBL	what	pɛ̱⁵⁵	pɛ̱⁵⁵  | 0954.31	what intg
4973	Achang (Xiandao) TBL	p ɛ ³¹	Xiandao	what	other	0954.29	424	394130	pɛ³¹	0954		TBL	what	pɛ³¹	pɛ³¹  | 0954.29	what intg
5512		ɑ ⁵³ ◦ b ɛ ²²	Rangoon	what	other	0954.27	27	394128	ɑ⁵³bɛ²²	0954		TBL	what	ɑ⁵³bɛ²²		
5513		b ɑ ²²	Rangoon	what	other	0954.27	27	394154	bɑ²²	0954		TBL	what	bɑ²²		
5950		ɑ ¹ ◦ bʰ ɑ j ²	Written_Burmese	what	other	0954.26	27	394127	ɑ¹bhɑj²	0954		TBL	what	ɑ¹bʰɑj²		
5951		bʰ ɑɑ ²	Written_Burmese	what	other	0954.26	27	394153	bhɑɑ²	0954		TBL	what	bʰɑɑ²		
#
4984	Achang (Longchuan) TBL	x o i ⁵⁵ ◦ th ɔ ʔ ⁵⁵	Achang_Longchuan	where	other	0955.28	29	394184	xoi⁵⁵ thɔʔ⁵⁵	0955		TBL	where	xoi⁵⁵thɔʔ⁵⁵	xoi⁵⁵ thɔʔ⁵⁵  | 0955.28	where intg
4987	Atsi [Zaiwa] TBL	kh a ⁵¹ ◦ m a ⁵⁵	Atsi	where	other	0955.30	1083	394186	kha⁵¹ ma⁵⁵	0955		TBL	where	kha⁵¹ma⁵⁵	kha⁵¹ ma⁵⁵  | 0955.30	where intg
4989	Bola (Luxi) TBL	kh ă k ⁵⁵ ◦ kh j a ⁵⁵	Bola	where	other	0955.32	1083	394188	khăk⁵⁵ khja⁵⁵	0955		TBL	where	khăk⁵⁵khja⁵⁵	khăk⁵⁵ khja⁵⁵  | 0955.32	where intg
4990	Burmese (Written) ZMYYC	a ¹ ◦ bh a y ² ◦ n e ² ◦ r a ²	Burmese	where	other	988.39	1084	?		988		HILL/ZMYYC	where	a¹bhay²ne²ra²	ɑ¹ bhɑj² ne² rɑ²  | 988.39	where
4991	Leqi (Luxi) TBL	kh ă ³³ ◦ m o ³³	Lashi	where	other	0955.33	1083	394189	khă³³mo³³	0955		TBL	where	khă³³mo³³	khă³³ mo³³  | 0955.33	where intg
4992	Langsu (Luxi) TBL	mh ə̆ ³¹ ◦ m ɛ ³¹	Maru	where	other	0955.31	1083	394187	mhə̆³¹ mɛ³¹	0955		TBL	where	mhə̆³¹mɛ³¹	mhə̆³¹ mɛ³¹  | 0955.31	where intg
4994	Achang (Xiandao) TBL	x ɔ ³¹ ◦ l ɔ ³¹	Xiandao	where	other	0955.29	29	394185	xɔ³¹lɔ³¹	0955		TBL	where	xɔ³¹lɔ³¹	xɔ³¹ lɔ³¹  | 0955.29	where intg
5677		ɑ ⁵³ ◦ b ɛ ²² ◦ m̥ ɑ ²²	Rangoon	where	other	0955.27	28	394183	ɑ⁵³ bɛ²²m̥ɑ²²	0955		TBL	where	ɑ⁵³◦bɛ²²m̥ɑ²²		
6112		ɑ ¹ ◦ bʰ ɑ j ² ◦ hm ɑɑ ²	Written_Burmese	where	other	0955.26	28	394182	ɑ¹ bhɑj² hmɑɑ²	0955		TBL	where	ɑ¹◦bʰɑj²◦hmɑɑ²		
#
4998	Achang (Longchuan) TBL	ph ʐ o ⁵⁵	Achang_Longchuan	white	other	1006.28	1086	396857	phʐo⁵⁵	1006		TBL	white	phʐo⁵⁵	phʐo⁵⁵  | 1006.28	white
5000	Atsi [Zaiwa] TBL	ph j u ⁵¹	Atsi	white	other	1006.30	1086	396859	phju⁵¹	1006		TBL	white	phju⁵¹	phju⁵¹  | 1006.30	white
5001	Bola (Luxi) TBL	ph j u ⁵⁵	Bola	white	other	1006.32	1086	396861	phju⁵⁵	1006		TBL	white	phju⁵⁵	phju⁵⁵  | 1006.32	white
5002	Burmese (Written) ZMYYC	ph r ū	Burmese	white	other	840.39	1086	?		840		HILL/ZMYYC	white	phrū	phru²  | 840.39	white
5003	Hpun (Northern) EJAH-Hpun	ă ph y ú ʔ	Hpun	white	other	16n58	1086	?		16n58		EJAH-Hpun	white	ăphyúʔ	ă phyúʔ, phyúʔ  | 16n58	white
5004	Leqi (Luxi) TBL	ph j uː ³³	Lashi	white	other	1006.33	1086	396862	phjuː³³	1006		TBL	white	phjuː³³	phjuː³³  | 1006.33	white
5005	Langsu (Luxi) TBL	ph j u ³¹	Maru	white	other	1006.31	1086	396860	phju³¹	1006		TBL	white	phju³¹	phju³¹  | 1006.31	white
5006	Achang (Xiandao) TBL	ph ʐ u ⁵⁵	Xiandao	white	other	1006.29	1086	396858	phʐu⁵⁵	1006		TBL	white	phʐu⁵⁵	phʐu⁵⁵  | 1006.29	white
5007	Burmese (Written) ZMYYC	ph l ū	Old_Burmese	white	other	1	1086	?		1		HILL/ZMYYC	white	phlū	phlū | 1	white
5534		pʰ j u ²²	Rangoon	white	other	1006.27	1086	396856	phju²²	1006		TBL	white	pʰju²²		
5971		pʰ r u ²	Written_Burmese	white	other	1006.26	1086	396855	phru²	1006		TBL	white	pʰru²		
#
5014	Achang (Longchuan) TBL	x a u ⁵⁵	Achang_Longchuan	who	other	0953.28	1088	394072	xau⁵⁵	0953		TBL	who	xau⁵⁵	xau⁵⁵  | 0953.28	who intg
5017	Atsi [Zaiwa] TBL	o ⁵⁵	Atsi	who	other	0953.30	1094	394074	kha⁵¹juʔ²¹	0953		TBL	who	o⁵⁵	o⁵⁵  | 0953.30	who intg
5019	Bola (Luxi) TBL	kh a k ⁵⁵ ◦ j a u ʔ ³¹	Bola	who	other	0953.32	1087	394076	khak⁵⁵jauʔ³¹	0953		TBL	who	khak⁵⁵jauʔ³¹	khak⁵⁵ jauʔ³¹  | 0953.32	who intg
5020	Burmese (Written) ZMYYC	m a ñ ² ◦ s u ²	Burmese	who	other	985.39	1090	?		985		HILL/ZMYYC	who	mañ²su²	mɑȵ² thu²  | 985.39	who
5021	Hpun (Northern) EJAH-Hpun	ă ʃ ú	Hpun	who	other	G.60	1090	?		G		EJAH-Hpun	who	ăʃú	ăʃú(ʔ)  | G.60	who
5022	Leqi (Luxi) TBL	x a ŋ ⁵⁵	Lashi	who	other	0953.33	1093	394077	xaŋ⁵⁵	0953		TBL	who	xaŋ⁵⁵	xaŋ⁵⁵  | 0953.33	who intg
5023	Langsu (Luxi) TBL	kh ə̆ ³¹ ◦ j a u k ³¹	Maru	who	other	0953.31	1087	394075	khak⁵⁵	0953		TBL	who	khə̆³¹jauk³¹	khə̆³¹ jauk³¹  | 0953.31	who intg
5025	Achang (Xiandao) TBL	x a u ⁵⁵	Xiandao	who	other	0953.29	1088	394073	xau⁵⁵	0953		TBL	who	xau⁵⁵	xau⁵⁵  | 0953.29	who intg
5026	Burmese (Written) ZMYYC	s ū	Old_Burmese	who	other	?	1090	?		?		HILL/ZMYYC	who	?	? | ?	who
5428		m i ²² ◦ tθ u ²²	Rangoon	who	other	0953.27	1090	394071	mi²²tθu²²	0953		TBL	who	mi²²tθu²²		
5429		b ɛ ²² ◦ tθ u ²²	Rangoon	who	other	0953.27	1090	394096	bɛ²²tθu²²	0953		TBL	who	bɛ²²tθu²²		
5868		m ɑ ȵ ² ◦ tθ u ²	Written_Burmese	who	other	0953.26	1090	394070	mɑȵ² tθu²	0953		TBL	who	mɑȵ²◦tθu²		
#
5049	Achang (Longchuan) TBL	ȵ i ³¹ ◦ m ɔ ʔ ³¹	Achang_Longchuan	the wife	noun	0248.28	492	357911	ȵi³¹mɔʔ³¹	0248		TBL	wife	ȵi³¹mɔʔ³¹	ȵi³¹ mɔʔ³¹  | 0248.28	wife n
5052	Atsi [Zaiwa] TBL	m j i ²¹	Atsi	the wife	noun	0248.30	491	357913	mji²¹	0248		TBL	wife	mji²¹	mji²¹  | 0248.30	wife n
5054	Bola (Luxi) TBL	j õ ³¹ ◦ m i ³¹	Bola	the wife	noun	0248.32	491	357915	jõ³¹mi³¹	0248		TBL	wife	jõ³¹mi³¹	jõ³¹ mi³¹  | 0248.32	wife n
5057	Leqi (Luxi) TBL	m j i ³³	Lashi	the wife	noun	0248.33	491	357916	mji³³	0248		TBL	wife	mji³³	mji³³  | 0248.33	wife n
5058	Langsu (Luxi) TBL	m j i ³⁵	Maru	the wife	noun	0248.31	491	357914	mji³⁵	0248		TBL	wife	mji³⁵	mji³⁵  | 0248.31	wife n
5060	Achang (Xiandao) TBL	n i ⁵⁵ ◦ m ɔ ³¹	Xiandao	the wife	noun	0248.29	492	357912	ni⁵⁵mɔ³¹	0248		TBL	wife	ni⁵⁵mɔ³¹	ni⁵⁵ mɔ³¹  | 0248.29	wife n
5308		m ɑ ⁵³ ◦ j ɑ ⁵⁵	Rangoon	the wife	noun	0248.27	31	357910	mɑ⁵³|jɑ⁵⁵	0248		TBL	wife	mɑ⁵³|jɑ⁵⁵		
5750		m ɑ ¹ ◦ j ɑ ³	Written_Burmese	the wife	noun	0248.26	31	357909	mɑ¹|jɑ³	0248		TBL	wife	mɑ¹|jɑ³		
#
5066	Achang (Longchuan) TBL	l̥ i ⁵⁵	Achang_Longchuan	the wind	noun	0009.28	495	345429	l̥i⁵⁵	0009		TBL	wind	l̥i⁵⁵	l̥i⁵⁵  | 0009.28	wind n
5069	Atsi [Zaiwa] TBL	l a i ⁵¹	Atsi	the wind	noun	0009.30	495	345431	lai⁵¹	0009		TBL	wind	lai⁵¹	lai⁵¹  | 0009.30	wind n
5071	Bola (Luxi) TBL	l i ⁵⁵	Bola	the wind	noun	0009.32	495	345433	li⁵⁵	0009		TBL	wind	li⁵⁵	li⁵⁵  | 0009.32	wind n
5074	Leqi (Luxi) TBL	l e i ³¹	Lashi	the wind	noun	0009.33	495	345434	lei³¹	0009		TBL	wind	lei³¹	lei³¹  | 0009.33	wind n
5075	Langsu (Luxi) TBL	l a ³¹	Maru	the wind	noun	0009.31	495	345432	la³¹	0009		TBL	wind	la³¹	la³¹  | 0009.31	wind n
5077	Achang (Xiandao) TBL	l a i ⁵⁵	Xiandao	the wind	noun	0009.29	495	345430	lai⁵⁵	0009		TBL	wind	lai⁵⁵	lai⁵⁵  | 0009.29	wind n
5079	Burmese (Written) ZMYYC	l i y	Old_Burmese	the wind	noun	?	495	?		?		HILL/ZMYYC	wind	liy	liy | ?	wind
5469		l e ²²	Rangoon	the wind	noun	0009.27	495	345428	le²²	0009		TBL	wind	le²²		
5908		l e ²	Written_Burmese	the wind	noun	0009.26	495	345427	le²	0009		TBL	wind	le²		
#
5089	Achang (Longchuan) TBL	a ³¹ ◦ t u ŋ ⁵⁵	Achang_Longchuan	the wing	noun	0298.28	500	360549	a³¹tuŋ⁵⁵	0298		TBL	wing	a³¹tuŋ⁵⁵	a³¹ tuŋ⁵⁵  | 0298.28	wing n
5092	Atsi [Zaiwa] TBL	t u ŋ ⁵¹	Atsi	the wing	noun	0298.30	500	360551	tuŋ⁵¹	0298		TBL	wing	tuŋ⁵¹	tuŋ⁵¹  | 0298.30	wing n
5094	Bola (Luxi) TBL	t a u ŋ ⁵⁵	Bola	the wing	noun	0298.32	500	360553	tauŋ⁵⁵	0298		TBL	wing	tauŋ⁵⁵	tauŋ⁵⁵  | 0298.32	wing n
5098	Leqi (Luxi) TBL	t u ŋ ³¹	Lashi	the wing	noun	0298.33	500	360554	tuŋ³¹	0298		TBL	wing	tuŋ³¹	tuŋ³¹  | 0298.33	wing n
5100	Langsu (Luxi) TBL	t a u ŋ ³¹	Maru	the wing	noun	0298.31	500	360552	tauŋ³¹	0298		TBL	wing	tauŋ³¹	tauŋ³¹  | 0298.31	wing n
5103	Achang (Xiandao) TBL	a ³¹ ◦ t u ŋ ⁵⁵	Xiandao	the wing	noun	0298.29	500	360550	a³¹tuŋ⁵⁵	0298		TBL	wing	a³¹tuŋ⁵⁵	a³¹ tuŋ⁵⁵  | 0298.29	wing n
5105	Burmese (Written) ZMYYC	t o₂ ṅ ◦ p a ṁ	Old_Burmese	the wing	noun	?	500	?		?		HILL/ZMYYC	wing	to₂ṅ paṁ	to₂ṅ paṁ | ?	wing
5476		t ɑ̃ u ∼ ²² ◦ p ɑ̃ ∼ ²²	Rangoon	the wing	noun	0298.27	500	360548	tɑ̃u²²pɑ̃²²	0298		TBL	wing	tɑ̃u²²pɑ̃²²		
5915		t ɔ ŋ ² ◦ p ɑ ṁ ²	Written_Burmese	the wing	noun	0298.26	500	360547	tɔŋ²pɑṁ²	0298		TBL	wing	tɔŋ²pɑṁ²		
#
5108	Achang (Longchuan) TBL	s u t ⁵⁵	Achang_Longchuan	to wipe	verb	1163.28	1046	404347	sut⁵⁵	1163		TBL	wipe (the table)	sut⁵⁵	sut⁵⁵  | 1163.28	wipe (the table)
5111	Atsi [Zaiwa] TBL	s u t ⁵⁵	Atsi	to wipe	verb	1163.30	1046	404349	sut⁵⁵	1163		TBL	wipe (the table)	sut⁵⁵	sut⁵⁵  | 1163.30	wipe (the table)
5113	Bola (Luxi) TBL	s ɔ t ⁵⁵	Bola	to wipe	verb	1163.32	1046	404351	sɔt⁵⁵	1163		TBL	wipe (the table)	sɔt⁵⁵	sɔt⁵⁵  | 1163.32	wipe (the table)
5116	Leqi (Luxi) TBL	s uː t ⁵⁵	Lashi	to wipe	verb	1163.33	1046	404352	suːt⁵⁵	1163		TBL	wipe (the table)	suːt⁵⁵	suːt⁵⁵  | 1163.33	wipe (the table)
5117	Langsu (Luxi) TBL	s a̱ t ⁵⁵	Maru	to wipe	verb	1163.31	1046	404350	sa̱t⁵⁵	1163		TBL	wipe (the table)	sa̱t⁵⁵	sa̱t⁵⁵  | 1163.31	wipe (the table)
5120	Achang (Xiandao) TBL	s u t ⁵⁵	Xiandao	to wipe	verb	1163.29	1046	404348	sut⁵⁵	1163		TBL	wipe (the table)	sut⁵⁵	sut⁵⁵  | 1163.29	wipe (the table)
5381		tθ o ʔ ⁴	Rangoon	to wipe	verb	1163.27	1046	404346	tθoʔ⁴	1163		TBL	wipe (the table)	tθoʔ⁴		
5821		tθ u t ⁴	Written_Burmese	to wipe	verb	1163.26	1046	404345	tθut⁴	1163		TBL	wipe (the table)	tθut⁴		
#
5127	Achang (Longchuan) TBL	i ³¹ ◦ ȵ ɔ ³¹	Achang_Longchuan	the woman	noun	0174.28	503	353961	i³¹ȵɔ³¹	0174		TBL	woman	i³¹ȵɔ³¹	i³¹ ȵɔ³¹  | 0174.28	woman n
5130	Atsi [Zaiwa] TBL	m j i ²¹ ◦ v e ²¹	Atsi	the woman	noun	0174.30	501	353963	mji²¹ve²¹	0174		TBL	woman	mji²¹ve²¹	mji²¹ ve²¹  | 0174.30	woman n
5132	Bola (Luxi) TBL	m i ³¹ ◦ ɣ ɛ ³¹	Bola	the woman	noun	0174.32	501	353965	mi³¹ɣɛ³¹	0174		TBL	woman	mi³¹ɣɛ³¹	mi³¹ ɣɛ³¹  | 0174.32	woman n
5135	Leqi (Luxi) TBL	m j i ³³ ◦ j i ³³	Lashi	the woman	noun	0174.33	501	353966	mji³³ji³³	0174		TBL	woman	mji³³ji³³	mji³³ ji³³  | 0174.33	woman n
5136	Langsu (Luxi) TBL	m j i ³⁵ ◦ ɤ ɛ ³⁵	Maru	the woman	noun	0174.31	501	353964	mji³⁵ɤ ɛ³⁵	0174		TBL	woman	mji³⁵ɤɛ³⁵	mji³⁵ ɤ ɛ³⁵  | 0174.31	woman n
5138	Achang (Xiandao) TBL	j i ³¹ ◦ ɲ ɔ ³¹	Xiandao	the woman	noun	0174.29	503	353962	ji³¹ɲɔ³¹	0174		TBL	woman	ji³¹ɲɔ³¹	ji³¹ ɲɔ³¹  | 0174.29	woman n
5359		m ẽ ⁵⁵ ◦ m ɑ ⁵³	Rangoon	the woman	noun	0174.27	32	353960	mẽ⁵⁵mɑ⁵³	0174		TBL	woman	mẽ⁵⁵mɑ⁵³		
5800		m i n ³ ◦ m ɑ ¹	Written_Burmese	the woman	noun	0174.26	32	353959	min³mɑ¹	0174		TBL	woman	min³mɑ¹		
#
5148	Achang (Longchuan) TBL	ʂ ə k ⁵⁵	Achang_Longchuan	the wood (material)	noun	0511.28	506	371215	ʂək⁵⁵	0511		TBL	wood / log	ʂək⁵⁵	ʂək⁵⁵  | 0511.28	wood / log n
5150	Atsi [Zaiwa] TBL	s i k ⁵⁵ ◦ t u̱ m ⁵⁵	Atsi	the wood (material)	noun	0511.30	506	371217	sik⁵⁵ tu̱m⁵⁵	0511		TBL	wood / log	sik⁵⁵tu̱m⁵⁵	sik⁵⁵ tu̱m⁵⁵  | 0511.30	wood / log n
5152	Bola (Luxi) TBL	s a k ⁵⁵ ◦ t a̱ m ³⁵	Bola	the wood (material)	noun	0511.32	506	371219	sak⁵⁵ta̱m³⁵	0511		TBL	wood / log	sak⁵⁵ta̱m³⁵	sak⁵⁵ ta̱m³⁵  | 0511.32	wood / log n
5155	Leqi (Luxi) TBL	s ə̱ k ⁵⁵ ◦ t ɔ̱ m ⁵³	Lashi	the wood (material)	noun	0511.33	506	371220	sə̱k⁵⁵tɔ̱m⁵³	0511		TBL	wood / log	sə̱k⁵⁵tɔ̱m⁵³	sə̱k⁵⁵ tɔ̱m⁵³  | 0511.33	wood / log n
5156	Langsu (Luxi) TBL	s a k ⁵⁵ ◦ th a u ŋ ³⁵	Maru	the wood (material)	noun	0511.31	506	371218	sak⁵⁵thauŋ³⁵	0511		TBL	wood / log	sak⁵⁵thauŋ³⁵	sak⁵⁵ thauŋ³⁵  | 0511.31	wood / log n
5158	Achang (Xiandao) TBL	p ɛ n ³¹	Xiandao	the wood (material)	noun	0511.29	507	371216	pɛn³¹	0511		TBL	wood / log	pɛn³¹	pɛn³¹  | 0511.29	wood / log n
5472		tθ i ʔ ⁴ ◦ t õ ⁵⁵	Rangoon	the wood (material)	noun	0511.27	506	371214	tθiʔ⁴tõ⁵⁵	0511		TBL	wood / log	tθiʔ⁴tõ⁵⁵		
5911		tθ ɑ s ⁴ ◦ t u ṁ ³	Written_Burmese	the wood (material)	noun	0511.26	506	371213	tθɑs⁴ tuṁ³	0511		TBL	wood / log	tθɑs⁴◦tuṁ³		
#
5171	Achang (Longchuan) TBL	n̥ ə k ⁵⁵	Achang_Longchuan	the year	noun	0777.28	513	385027	n̥ək⁵⁵	0777		TBL	year	n̥ək⁵⁵	n̥ək⁵⁵  | 0777.28	year 1
5173	Atsi [Zaiwa] TBL	ts a n ⁵¹	Atsi	the year	noun	0777.30	33	385029	tsan⁵¹	0777		TBL	year	tsan⁵¹	tsan⁵¹  | 0777.30	year 2
5175	Bola (Luxi) TBL	t ɛ̃ ∼ ⁵⁵	Bola	the year	noun	0777.32	33	385031	tɛ̃⁵⁵	0777		TBL	year	tɛ̃⁵⁵	tɛ̃⁵⁵  | 0777.32	year 2
5178	Leqi (Luxi) TBL	ts a n ³¹	Lashi	the year	noun	0777.33	33	385032	tsan³¹	0777		TBL	year	tsan³¹	tsan³¹  | 0777.33	year 2
5179	Langsu (Luxi) TBL	ts ə ŋ ³¹	Maru	the year	noun	0777.31	33	385030	tsəŋ³¹	0777		TBL	year	tsəŋ³¹	tsəŋ³¹  | 0777.31	year 2
5180	Achang (Xiandao) TBL	n̥ ɤ k ⁵⁵	Xiandao	the year	noun	0777.29	513	385028	n̥ɤk⁵⁵	0777		TBL	year	n̥ɤk⁵⁵	n̥ɤk⁵⁵  | 0777.29	year 1
5181	Burmese (Written) ZMYYC	ʔ a ◦ nh a c	Old_Burmese	the year	noun	?	513	?		?		Nishi1998	year 1	?	? | ?	year 1
5633		n̥ i ʔ ⁴	Rangoon	the year	noun	0777.27	513	385026	n̥iʔ⁴	0777		TBL	year	n̥iʔ⁴		
6069		hn ɑ s ⁴	Written_Burmese	the year	noun	0777.26	513	385025	hnɑs⁴	0777		TBL	year	hnɑs⁴		
#
5202	Achang (Longchuan) TBL	l ə ŋ ³⁵	Achang_Longchuan	yellow	other	1008.28	1102	396959	ləŋ³⁵	1008		TBL	yellow	ləŋ³⁵	ləŋ³⁵  | 1008.28	yellow
5204	Atsi [Zaiwa] TBL	x u i ⁵¹	Atsi	yellow	other	1008.30	1101	396961	xui⁵¹	1008		TBL	yellow	xui⁵¹	xui⁵¹  | 1008.30	yellow
5205	Bola (Luxi) TBL	ŋ j u̱ ŋ ⁵⁵	Bola	yellow	other	1008.32	1103	396963	ŋju̱ŋ⁵⁵	1008		TBL	yellow	ŋju̱ŋ⁵⁵	ŋju̱ŋ⁵⁵  | 1008.32	yellow
5206	Burmese (Written) ZMYYC	v ā	Burmese	yellow	other	838.39	1101	?		838		HILL/ZMYYC	yellow	vā	wɑ²  | 838.39	yellow
5207	Leqi (Luxi) TBL	x əː ³³	Lashi	yellow	other	1008.33	1101	396964	xəː³³	1008		TBL	yellow	xəː³³	xəː³³  | 1008.33	yellow
5208	Langsu (Luxi) TBL	x u i ³¹	Maru	yellow	other	1008.31	1101	396962	xui³¹	1008		TBL	yellow	xui³¹	xui³¹  | 1008.31	yellow
5209	Achang (Xiandao) TBL	l̥ ɯ ŋ ³⁵	Xiandao	yellow	other	1008.29	1102	396960	l̥ɯŋ³⁵	1008		TBL	yellow	l̥ɯŋ³⁵	l̥ɯŋ³⁵  | 1008.29	yellow
5210	Burmese (Written) ZMYYC	v ā	Old_Burmese	yellow	other	?	1101	?		?		HILL/ZMYYC	yellow	?	? | ?	yellow
5268		w a ²²	Rangoon	yellow	other	1008.27	1101	396958	wa²²	1008		TBL	yellow	wa²²		
5710		w ɑɑ ²	Written_Burmese	yellow	other	1008.26	1101	396957	wɑɑ²	1008		TBL	yellow	wɑɑ²		
#
5220	Achang (Longchuan) TBL	n u a ŋ ⁵⁵ ◦ t u ʔ ³¹	Achang_Longchuan	you [second person plural]	other	0933.28	1105	393007	nuaŋ⁵⁵ tuʔ³¹	0933	bad concept	TBL	you (pl.)	nuaŋ⁵⁵tuʔ³¹	nuaŋ⁵⁵ tuʔ³¹  | 0933.28	you (pl.)
5222	Atsi [Zaiwa] TBL	n u ŋ ⁵⁵ ◦ m o ʔ ⁵⁵	Atsi	you [second person plural]	other	0933.30	1105	393009	nuŋ⁵⁵ moʔ⁵⁵	0933	bad concept	TBL	you (pl.)	nuŋ⁵⁵moʔ⁵⁵	nuŋ⁵⁵ moʔ⁵⁵  | 0933.30	you (pl.)
5223	Bola (Luxi) TBL	n a u ŋ ³¹ ◦ m a ʔ ³¹	Bola	you [second person plural]	other	0933.32	1105	393011	nauŋ³¹maʔ³¹	0933	bad concept	TBL	you (pl.)	nauŋ³¹maʔ³¹	nauŋ³¹ maʔ³¹  | 0933.32	you (pl.)
5225	Leqi (Luxi) TBL	ŋ j a ŋ ³³ ◦ n u ŋ ⁵⁵	Lashi	you [second person plural]	other	0933.33	1105	393012	ŋjaŋ³³nuŋ⁵⁵	0933	bad concept	TBL	you (pl.)	ŋjaŋ³³nuŋ⁵⁵	ŋjaŋ³³ nuŋ⁵⁵  | 0933.33	you (pl.)
