# Wordlist

# DATA
ID	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	DOCULECT	IPA	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	METAGLOSS
4392	! @nh36	1	829	to tie up	927	Maru	tɔ̱i³⁵	t ɔ̱ i ³⁵	?	?	bind / tie up	tɔ̱i³⁵  | 1141.31	Langsu (Luxi) TBL	1	CVT	t ɔ̱i ³⁵	to tie
4393	! @nh36	1	829	to tie up	927	Lashi	tə̱⁵⁵	t ə̱ ⁵⁵	?	?	bind / tie up	tə̱⁵⁵  | 1141.33	Leqi (Luxi) TBL	1	CVT	t ə̱ ⁵⁵	to tie
4394	! @nh36	3	830	to tie up	927	Achang_Longchuan	ʂuan³¹	ʂ u a n ³¹	?	?	tie (a cow) to v.	ʂuan³¹  | 1645.28	Achang (Longchuan) TBL	3	CVcT	ʂ ua n ³¹	to tie
4395	! @nh36	1	829	to tie up	927	Xiandao	tui³¹	t u i ³¹	?	?	tie (a cow) to v.	tui³¹  | 1645.29	Achang (Xiandao) TBL	1	CVT	t ui ³¹	to tie
4396	! @nh36	1	829	to tie up	927	Atsi	tu̱i²¹	t u̱ i ²¹	?	?	tie (a cow) to v.	tu̱i²¹  | 1645.30	Atsi [Zaiwa] TBL	1	CVT	t u̱i ²¹	to tie
4397	! @nh36	1	829	to tie up	927	Bola	tu̱i³⁵	t u̱ i ³⁵	?	?	tie (a cow) to v.	tu̱i³⁵  | 1645.32	Bola (Luxi) TBL	1	CVT	t u̱i ³⁵	to tie
4398	! @nh36	1	829	to tie up	927	Maru	tɔ̱i³⁵	t ɔ̱ i ³⁵	?	?	tie (a cow) to v.	tɔ̱i³⁵  | 1645.31	Langsu (Luxi) TBL	1	CVT	t ɔ̱i ³⁵	to tie
4399	! @nh36	1	829	to tie up	927	Lashi	tə̱ː⁵⁵	t ə̱ː ⁵⁵	?	?	tie (a cow) to v.	tə̱ː⁵⁵  | 1645.33	Leqi (Luxi) TBL	1	CVT	t ə̱ː ⁵⁵	to tie
#
4415	! @nh36	1	837	to turn	1043	Achang_Longchuan	pan³⁵	p a n ³⁵	?	?	turn (round and round) v.	pan³⁵  | 1808.28	Achang (Longchuan) TBL	1	CVcT	p a n ³⁵	to turn
4416	! @nh36	1	837	to turn	1043	Xiandao	pan³⁵	p a n ³⁵	?	?	turn (round and round) v.	pan³⁵  | 1808.29	Achang (Xiandao) TBL	1	CVcT	p a n ³⁵	to turn
4417	! @nh36	3 0 0 0	834	to turn	1043	Atsi	liŋ⁵¹	l i ŋ ⁵¹	?	?	turn (round and round) v.	liŋ⁵¹  | 1808.30	Atsi [Zaiwa] TBL	3	CVcT	l i ŋ ⁵¹	to turn
4418	! @nh36	3 0 0 0	834	to turn	1043	Bola	laŋ³¹	l a ŋ ³¹	?	?	turn (round and round) v.	laŋ³¹  | 1808.32	Bola (Luxi) TBL	3	CVcT	l a ŋ ³¹	to turn
4419	! @nh36	3 0 0 0	834	to turn	1043	Maru	laŋ³¹	l a ŋ ³¹	?	?	turn (round and round) v.	laŋ³¹  | 1808.31	Langsu (Luxi) TBL	3	CVcT	l a ŋ ³¹	to turn
4420	! @nh36	3 0 0 0	834	to turn	1043	Lashi	ləːŋ³¹	l əː ŋ ³¹	?	?	turn (round and round) v.	ləːŋ³¹  | 1808.33	Leqi (Luxi) TBL	3	CVcT	l əː ŋ ³¹	to turn
4431	! @nh36	0 10 0 0	835	to turn	1043	Achang_Longchuan	phuʔ⁵⁵	pʰ u ʔ ⁵⁵	?	?	turn inside out (clothing) or the reverse v.	phuʔ⁵⁵  | 1309.28	Achang (Longchuan) TBL	10	CVcT	ph u ʔ ⁵⁵	to turn
4432	! @nh36	0 10 0 0	835	to turn	1043	Xiandao	phuʔ⁵⁵	pʰ u ʔ ⁵⁵	?	?	turn inside out (clothing) or the reverse v.	phuʔ⁵⁵  | 1309.29	Achang (Xiandao) TBL	10	CVcT	ph u ʔ ⁵⁵	to turn
4433	! @nh36	0 10 11 0	835	to turn	1043	Atsi	phuʔ⁵⁵lai⁵¹	pʰ u ʔ ⁵⁵ + l a i ⁵¹	?	?	turn inside out (clothing) or the reverse v.	phuʔ⁵⁵ lai⁵¹  | 1309.30	Atsi [Zaiwa] TBL	10 11	CVcTCVT	ph u ʔ ⁵⁵ ◦ l ai ⁵¹	to turn
4434	! @nh36	0 10 0 0	835	to turn	1043	Bola	phauʔ⁵⁵	pʰ a u ʔ ⁵⁵	?	?	turn inside out (clothing) or the reverse v.	phauʔ⁵⁵  | 1309.32	Bola (Luxi) TBL	10	CVcT	ph au ʔ ⁵⁵	to turn
4435	! @nh36	0 10 0 0	835	to turn	1043	Maru	phauk⁵⁵	pʰ a u k ⁵⁵	?	?	turn inside out (clothing) or the reverse v.	phauk⁵⁵  | 1309.31	Langsu (Luxi) TBL	10	CVcT	ph au k ⁵⁵	to turn
4436	! @nh36	0 10 0 12	835	to turn	1043	Lashi	phuk⁵⁵ka̱ːt⁵⁵	pʰ u k ⁵⁵ + k a̱ː t ⁵⁵	?	?	turn inside out (clothing) or the reverse v.	phuk⁵⁵ ka̱ːt⁵⁵  | 1309.33	Leqi (Luxi) TBL	10 12	CVcTCVcT	ph u k ⁵⁵ ◦ k a̱ː t ⁵⁵	to turn
#
4406	! @nh36	1	837	to turn around	1043	Achang_Longchuan	pan³⁵	p a n ³⁵	?	?	turn (a corner) v.	pan³⁵  | 1807.28	Achang (Longchuan) TBL	1	CVcT	p a n ³⁵	to turn
4407	! @nh36	0 0 0 2	834	to turn around	1043	Xiandao	xoi³⁵	x o i ³⁵	?	?	turn (a corner) v.	xoi³⁵  | 1807.29	Achang (Xiandao) TBL	2	CVT	x oi ³⁵	to turn
4408	! @nh36	0 0 0 2	834	to turn around	1043	Atsi	koi⁵⁵	k o i ⁵⁵	?	?	turn (a corner) v.	koi⁵⁵  | 1807.30	Atsi [Zaiwa] TBL	2	CVT	k oi ⁵⁵	to turn
4409	! @nh36	0 0 0 2	834	to turn around	1043	Bola	ku̱i⁵⁵	k u̱ i ⁵⁵	?	?	turn (a corner) v.	ku̱i⁵⁵  | 1807.32	Bola (Luxi) TBL	2	CVT	k u̱i ⁵⁵	to turn
4410	! @nh36	0 0 0 2	834	to turn around	1043	Maru	kɔ̱i³¹	k ɔ̱ i ³¹	?	?	turn (a corner) v.	kɔ̱i³¹  | 1807.31	Langsu (Luxi) TBL	2	CVT	k ɔ̱i ³¹	to turn
4425	! @nh36	0 6 7 2	834	to turn around	1043	Achang_Longchuan	n̥oŋ⁵⁵pa³¹xai³⁵	n̥ o ŋ ⁵⁵ + p a ³¹ + x a i ³⁵	?	?	turn around v.	n̥oŋ⁵⁵ pa³¹ xai³⁵  | 1806.28	Achang (Longchuan) TBL	6 7 2	CVcTCVTCVT	n̥ o ŋ ⁵⁵ ◦ p a ³¹ ◦ x ai ³⁵	to turn
4426	! @nh36	0 0 0 2	834	to turn around	1043	Xiandao	xoi³⁵	x o i ³⁵	?	?	turn around v.	xoi³⁵  | 1806.29	Achang (Xiandao) TBL	2	CVT	x oi ³⁵	to turn
4427	! @nh36	8	839	to turn around	1043	Atsi	li̱k⁵⁵	l i̱ k ⁵⁵	?	?	turn around v.	li̱k⁵⁵  | 1806.30	Atsi [Zaiwa] TBL	8	CVcT	l i̱ k ⁵⁵	to turn
4428	! @nh36	8	839	to turn around	1043	Bola	la̱k⁵⁵	l a̱ k ⁵⁵	?	?	turn around v.	la̱k⁵⁵  | 1806.32	Bola (Luxi) TBL	8	CVcT	l a̱ k ⁵⁵	to turn
4429	! @nh36	3 0 0 0	834	to turn around	1043	Maru	la̱ŋ³¹	l a̱ ŋ ³¹	?	?	turn around v.	la̱ŋ³¹  | 1806.31	Langsu (Luxi) TBL	3	CVcT	l a̱ ŋ ³¹	to turn
4430	! @nh36	0 9	836	to turn around	1043	Lashi	lə̱ːk⁵⁵	l ə̱ː k ⁵⁵	?	?	turn around v.	lə̱ːk⁵⁵  | 1806.33	Leqi (Luxi) TBL	9	CVcT	l ə̱ː k ⁵⁵	to turn
#
4437	! @nh36	0 6 0 2	834	to turn one's head to the back	1043	Xiandao	n̥oŋ⁵⁵xɔi³⁵	n̥ o ŋ ⁵⁵ + x ɔ i ³⁵	?	?	turn one's head to the back v.	n̥oŋ⁵⁵ xɔi³⁵  | 1387.29	Achang (Xiandao) TBL	6 2	CVcTCVT	n̥ o ŋ ⁵⁵ ◦ x ɔi ³⁵	to turn
4438	! @nh36	0 9	836	to turn one's head to the back	1043	Atsi	li̱k⁵⁵	l i̱ k ⁵⁵	?	?	turn one's head to the back v.	li̱k⁵⁵  | 1387.30	Atsi [Zaiwa] TBL	9	CVcT	l i̱ k ⁵⁵	to turn
4439	! @nh36	13 9	836	to turn one's head to the back	1043	Bola	ŭ³⁵la̱k⁵⁵	ŭ ³⁵ + l a̱ k ⁵⁵	?	?	turn one's head to the back v.	ŭ³⁵ la̱k⁵⁵  | 1387.32	Bola (Luxi) TBL	13 9	VTCVcT	ŭ ³⁵ ◦ l a̱ k ⁵⁵	to turn
4440	! @nh36	13 9	836	to turn one's head to the back	1043	Maru	a̱u³⁵ja̱k⁵⁵	a̱ u ³⁵ + j a̱ k ⁵⁵	?	?	turn one's head to the back v.	a̱u³⁵ ja̱k⁵⁵  | 1387.31	Langsu (Luxi) TBL	13 9	VTCVcT	a̱u ³⁵ ◦ j a̱ k ⁵⁵	to turn
4441	! @nh36	14 15	840	to turn one's head to the back	1043	Lashi	ta̱ːu⁵⁵juː⁵⁵	t a̱ː u ⁵⁵ + j uː ⁵⁵	?	?	turn one's head to the back v.	ta̱ːu⁵⁵ juː⁵⁵  | 1387.33	Leqi (Luxi) TBL	14 15	CVTCVT	t a̱ːu ⁵⁵ ◦ j uː ⁵⁵	to turn
#
4442	! @nh36	16	841	to turn over	1043	Achang_Longchuan	phan³¹	pʰ a n ³¹	?	?	turn over (on bed) v.	phan³¹  | 1310.28	Achang (Longchuan) TBL	16	CVcT	ph a n ³¹	to turn
4443	! @nh36	0 10 0 0	835	to turn over	1043	Xiandao	phuʔ⁵⁵	pʰ u ʔ ⁵⁵	?	?	turn over (on bed) v.	phuʔ⁵⁵  | 1310.29	Achang (Xiandao) TBL	10	CVcT	ph u ʔ ⁵⁵	to turn
4444	! @nh36	17 10 0 0	835	to turn over	1043	Atsi	kuŋ⁵¹phuʔ⁵⁵	k u ŋ ⁵¹ + pʰ u ʔ ⁵⁵	?	?	turn over (on bed) v.	kuŋ⁵¹ phuʔ⁵⁵  | 1310.30	Atsi [Zaiwa] TBL	17 10	CVcTCVcT	k u ŋ ⁵¹ ◦ ph u ʔ ⁵⁵	to turn
4445	! @nh36	0 10 0 0	835	to turn over	1043	Bola	phauʔ⁵⁵	pʰ a u ʔ ⁵⁵	?	?	turn over (on bed) v.	phauʔ⁵⁵  | 1310.32	Bola (Luxi) TBL	10	CVcT	ph au ʔ ⁵⁵	to turn
4446	! @nh36	17 10 0 0	835	to turn over	1043	Maru	kauŋ³¹phauk⁵⁵	k a u ŋ ³¹ + pʰ a u k ⁵⁵	?	?	turn over (on bed) v.	kauŋ³¹ phauk⁵⁵  | 1310.31	Langsu (Luxi) TBL	17 10	CVcTCVcT	k au ŋ ³¹ ◦ ph au k ⁵⁵	to turn
4447	! @nh36	0 10 0 0	835	to turn over	1043	Lashi	phuːk⁵⁵	pʰ uː k ⁵⁵	?	?	turn over (on bed) v.	phuːk⁵⁵  | 1310.33	Leqi (Luxi) TBL	10	CVcT	ph uː k ⁵⁵	to turn
#
4411	! @nh36	3 0 0 0	834	to turn something	1043	Atsi	li̱ŋ⁵¹	l i̱ ŋ ⁵¹	?	?	turn (cause to) v.	li̱ŋ⁵¹  | 1809.30	Atsi [Zaiwa] TBL	3	CVcT	l i̱ ŋ ⁵¹	to turn
4412	! @nh36	3 0 0 0	834	to turn something	1043	Bola	la̱ŋ⁵⁵	l a̱ ŋ ⁵⁵	?	?	turn (cause to) v.	la̱ŋ⁵⁵  | 1809.32	Bola (Luxi) TBL	3	CVcT	l a̱ ŋ ⁵⁵	to turn
4413	! @nh36	3 0 0 0	834	to turn something	1043	Maru	la̱ŋ³¹	l a̱ ŋ ³¹	?	?	turn (cause to) v.	la̱ŋ³¹  | 1809.31	Langsu (Luxi) TBL	3	CVcT	l a̱ ŋ ³¹	to turn
4414	! @nh36	3 0 0 2	834	to turn something	1043	Lashi	lɔ̱ʔ⁵⁵xəː⁵⁵	l ɔ̱ ʔ ⁵⁵ + x əː ⁵⁵	?	?	turn (cause to) v.	lɔ̱ʔ⁵⁵ xəː⁵⁵  | 1809.33	Leqi (Luxi) TBL	3 2	CVcTCVT	l ɔ̱ ʔ ⁵⁵ ◦ x əː ⁵⁵	to turn
#
4448	! @nh36	1 0 0	842	to vomit	467	Achang_Longchuan	phat⁵⁵	pʰ a t ⁵⁵	?	?	throw up / vomit v.	phat⁵⁵  | 1535.28	Achang (Longchuan) TBL	1	CVcT	ph a t ⁵⁵	to vomit
4449	! @nh36	1 0 0	842	to vomit	467	Xiandao	phat⁵⁵	pʰ a t ⁵⁵	?	?	throw up / vomit v.	phat⁵⁵  | 1535.29	Achang (Xiandao) TBL	1	CVcT	ph a t ⁵⁵	to vomit
4450	! @nh36	1 0 0	842	to vomit	467	Atsi	phat⁵⁵	pʰ a t ⁵⁵	?	?	throw up / vomit v.	phat⁵⁵  | 1535.30	Atsi [Zaiwa] TBL	1	CVcT	ph a t ⁵⁵	to vomit
4451	! @nh36	0 0 2	842	to vomit	467	Bola	tauʔ³¹	t a u ʔ ³¹	?	?	throw up / vomit v.	tauʔ³¹  | 1535.32	Bola (Luxi) TBL	2	CVcT	t au ʔ ³¹	to vomit
4452	! @nh36	0 0 2	842	to vomit	467	Maru	tauk³¹	t a u k ³¹	?	?	throw up / vomit v.	tauk³¹  | 1535.31	Langsu (Luxi) TBL	2	CVcT	t au k ³¹	to vomit
4453	! @nh36	1 0 0	842	to vomit	467	Lashi	phaːt⁵⁵	pʰ aː t ⁵⁵	?	?	throw up / vomit v.	phaːt⁵⁵  | 1535.33	Leqi (Luxi) TBL	1	CVcT	ph aː t ⁵⁵	to vomit
4454	! @nh36	1 0 0	842	to vomit	467	Achang_Lianghe	pha³¹	pʰ a ³¹	?	?	vomit	pha³¹  | 0981.19	Achang (Lianghe) JZ-Achang	1	CVT	ph a ³¹	to vomit
4455	! @nh36	1 0 0	842	to vomit	467	Achang_Longchuan	phat⁵⁵	pʰ a t ⁵⁵	?	?	vomit	phat⁵⁵  | 1535.30	Achang (Longchuan) JZ-Achang	1	CVcT	ph a t ⁵⁵	to vomit
4456	! @nh36	1 0 0	842	to vomit	467	Achang_Luxi	phat⁵⁵	pʰ a t ⁵⁵	?	?	vomit	phat⁵⁵  | 543.41	Achang (Luxi) JZ-Achang	1	CVcT	ph a t ⁵⁵	to vomit
4457	! @nh36	1 0 0	842	to vomit	467	Xiandao	pʰat⁵⁵	pʰ a t ⁵⁵	?	?	vomit	pʰat⁵⁵  | 2117	Achang (Xiandao) DQ-Xiandao	1	CVcT	pʰ a t ⁵⁵	to vomit
4458	! @nh36	1 0 0	842	to vomit	467	Atsi	phat⁵⁵	pʰ a t ⁵⁵	?	?	vomit	phat⁵⁵  | 543.41	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	ph a t ⁵⁵	to vomit
4459	! @nh36	0 0 2	842	to vomit	467	Bola	tauʔ³¹	t a u ʔ ³¹	?	?	vomit	tauʔ³¹  | 2117	Bola DQ-Bola	2	CVcT	t au ʔ ³¹	to vomit
4460	! @nh36	3	843	to vomit	467	Burmese_ZMYYC	aṁ²	ɑ ṁ ²	?	?	vomit	ɑṁ²  | 543.39	Burmese (Written) ZMYYC	3	VcT	a ṁ ²	to vomit
4461	! @nh36	0 0 2	842	to vomit	467	Maru	tauk³¹	t a u k ³¹	?	?	vomit	tauk³¹  | 543.43	Maru [Langsu] ZMYYC	2	CVcT	t au k ³¹	to vomit
4465	! @nh36	1 0 0	842	to vomit	467	Lashi	py:³³	p y: ³³	?	?	vomit v.	py:³³  | 3.7.13	Lashi DQ-Lashi	1	CVT	p yː ³³	to vomit
4466	! @nh36	1 0 0	842	to vomit	467	Maru	phø³⁵	pʰ ø ³⁵	?	?	vomit v.	phø³⁵  | 3.7.13	Maru [Langsu] DQ-Langsu	1	CVT	ph ø ³⁵	to vomit
#
4467	! @nh36	1	845	to walk	1074	Achang_Lianghe	so³¹	s o ³¹	?	?	walk	so³¹  | 9.7.1	Achang (Lianghe) JZ-Achang	1	CVT	s o ³¹	to walk
4468	! @nh36	1	845	to walk	1074	Achang_Longchuan	so³¹	s o ³¹	?	?	walk	so³¹  | 572.41	Achang (Longchuan) ZMYYC	1	CVT	s o ³¹	to walk
4469	! @nh36	1	845	to walk	1074	Achang_Luxi	sua⁵⁵	s u a ⁵⁵	?	?	walk	sua⁵⁵  | 0137.34	Achang (Luxi) JZ-Achang	1	CVT	s ua ⁵⁵	to walk
4470	! @nh36	1	845	to walk	1074	Atsi	so²¹	s o ²¹	?	?	walk	so²¹  | 572.42	Atsi [Zaiwa] ZMYYC	1	CVT	s o ²¹	to walk
4471	? @nh36	1	845	to walk	1074	Burmese_ZMYYC	lhyok	h l j ɔ k	?	?	walk	hljɔk  | 572.39	Burmese (Written) ZMYYC	1	CCVc	lh y o k	to walk
4472	! @nh36	1	845	to walk	1074	Maru	su³⁵	s u ³⁵	?	?	walk	su³⁵  | 572.43	Maru [Langsu] ZMYYC	1	CVT	s u ³⁵	to walk
4473	! @nh36	1	845	to walk	1074	Achang_Longchuan	so³¹	s o ³¹	?	?	walk v.	so³¹  | 1815.28	Achang (Longchuan) TBL	1	CVT	s o ³¹	to walk
4474	! @nh36	1	845	to walk	1074	Xiandao	so³¹	s o ³¹	?	?	walk v.	so³¹  | 1815.29	Achang (Xiandao) TBL	1	CVT	s o ³¹	to walk
4475	! @nh36	1	845	to walk	1074	Atsi	so²¹	s o ²¹	?	?	walk v.	so²¹  | 1815.30	Atsi [Zaiwa] TBL	1	CVT	s o ²¹	to walk
4476	! @nh36	1	845	to walk	1074	Bola	sɔ³⁵	s ɔ ³⁵	?	?	walk v.	sɔ³⁵  | 1815.32	Bola (Luxi) TBL	1	CVT	s ɔ ³⁵	to walk
4477	! @nh36	1	845	to walk	1074	Maru	su³⁵	s u ³⁵	?	?	walk v.	su³⁵  | 1815.31	Langsu (Luxi) TBL	1	CVT	s u ³⁵	to walk
4478	! @nh36	1	845	to walk	1074	Lashi	sɔ̱ː⁵⁵	s ɔ̱ː ⁵⁵	?	?	walk v.	sɔ̱ː⁵⁵  | 1815.33	Leqi (Luxi) TBL	1	CVT	s ɔ̱ː ⁵⁵	to walk
#
4587	! @nh36	1	860	to warm oneself	1426	Achang_Lianghe	kɑŋ⁵⁵	k ɑ ŋ ⁵⁵	?	?	warm (oneself) near fire	kɑŋ⁵⁵  | 898.3	Achang (Lianghe) JZ-Achang	1	CVcT	k ɑ ŋ ⁵⁵	warm
4588	! @nh36	1	860	to warm oneself	1426	Achang_Longchuan	kuaŋ⁵⁵	k u a ŋ ⁵⁵	?	?	warm (oneself) near fire	kuaŋ⁵⁵  | 632.41	Achang (Longchuan) ZMYYC	1	CVcT	k ua ŋ ⁵⁵	warm
4589	! @nh36	1	860	to warm oneself	1426	Achang_Luxi	kaŋ³¹	k a ŋ ³¹	?	?	warm (oneself) near fire	kaŋ³¹  | 0978.28	Achang (Luxi) JZ-Achang	1	CVcT	k a ŋ ³¹	warm
4590	! @nh36	1	860	to warm oneself	1426	Atsi	kaŋ⁵¹	k a ŋ ⁵¹	?	?	warm (oneself) near fire	kaŋ⁵¹  | 632.42	Atsi [Zaiwa] ZMYYC	1	CVcT	k a ŋ ⁵¹	warm
4591	! @nh36	2	862	to warm oneself	1426	Burmese_ZMYYC	lhuṁ	h l u ṁ	?	lhuṁ	warm (oneself) near fire	hluṁ  | 632.39	Burmese (Written) ZMYYC	2	CVc	lh u ṁ	warm
4592	! @nh36	1	860	to warm oneself	1426	Maru	kɔ̃³¹	k ɔ̃ ³¹	?	?	warm (oneself) near fire	kɔ̃³¹  | 632.43	Maru [Langsu] ZMYYC	1	CVVT	k ɔ̃ ∼ ³¹	warm
#
4593	! @nh36	1	860	to warm oneself warm	1426	Achang_Longchuan	kuaŋ⁵⁵	k u a ŋ ⁵⁵	?	?	warm oneself by (a fire) v.	kuaŋ⁵⁵  | 1474.28	Achang (Longchuan) TBL	1	CVcT	k ua ŋ ⁵⁵	warm
4594	! @nh36	2	862	to warm oneself warm	1426	Xiandao	lom⁵⁵	l o m ⁵⁵	?	?	warm oneself by (a fire) v.	lom⁵⁵  | 1474.29	Achang (Xiandao) TBL	2	CVcT	l o m ⁵⁵	warm
4595	! @nh36	1	860	to warm oneself warm	1426	Atsi	kaŋ⁵¹	k a ŋ ⁵¹	?	?	warm oneself by (a fire) v.	kaŋ⁵¹  | 1474.30	Atsi [Zaiwa] TBL	1	CVcT	k a ŋ ⁵¹	warm
4596	! @nh36	1	860	to warm oneself warm	1426	Bola	kɔ̃⁵⁵	k ɔ̃ ⁵⁵	?	?	warm oneself by (a fire) v.	kɔ̃⁵⁵  | 1474.32	Bola (Luxi) TBL	1	CVVT	k ɔ̃ ∼ ⁵⁵	warm
4597	! @nh36	1	860	to warm oneself warm	1426	Maru	kɔ̃³¹	k ɔ̃ ³¹	?	?	warm oneself by (a fire) v.	kɔ̃³¹  | 1474.31	Langsu (Luxi) TBL	1	CVVT	k ɔ̃ ∼ ³¹	warm
4598	! @nh36	1	860	to warm oneself warm	1426	Lashi	kaːŋ³¹	k aː ŋ ³¹	?	?	warm oneself by (a fire) v.	kaːŋ³¹  | 1474.33	Leqi (Luxi) TBL	1	CVcT	k aː ŋ ³¹	warm
#
4479	! @nh36	3	847	to wash something	960	Hpun	ʃè	ʃ è	?	?	wash	ʃè, ʃè-ŋ  | 14	Hpun (Northern) EJAH-Hpun	3	CV	ʃ è	to wash
4480	! @nh36	3	847	to wash something	960	Hpun	ʃè-ŋ	ʃ è ŋ	?	?	wash	ʃè, ʃè-ŋ  | 14	Hpun (Northern) EJAH-Hpun	3	CVc	ʃ è ŋ	to wash
4481	! @nh36	2	846	to wash something	960	Achang_Lianghe	tɕhi³¹	tɕʰ i ³¹	?	?	wash (clothes)	tɕhi³¹  | 662.29	Achang (Lianghe) JZ-Achang	2	CVT	tɕh i ³¹	to wash
4482	! @nh36	1	848	to wash something	960	Achang_Longchuan	phɔp⁵⁵	pʰ ɔ p ⁵⁵	?	?	wash (clothes)	phɔp⁵⁵  | 649.41	Achang (Longchuan) ZMYYC	1	CVcT	ph ɔ p ⁵⁵	to wash
4483	! @nh36	2	846	to wash something	960	Achang_Luxi	tɕhi⁵⁵	tɕʰ i ⁵⁵	?	?	wash (clothes)	tɕhi⁵⁵  | 674.9	Achang (Luxi) JZ-Achang	2	CVT	tɕh i ⁵⁵	to wash
4484	! @nh36	2	846	to wash something	960	Atsi	tʃhi²¹	tʃʰ i ²¹	?	?	wash (clothes)	tʃhi²¹  | 649.42	Atsi [Zaiwa] ZMYYC	2	CVT	tʃh i ²¹	to wash
4485	1 @nh36	3	847	to wash something	960	Burmese_ZMYYC	lhyɔ²	h l j ɔ ²	?	?	wash (clothes)	hljɔ²  | 649.39	Burmese (Written) ZMYYC	3	CCVT	lh y ɔ ²	to wash
4486	! @nh36	2	846	to wash something	960	Maru	tʃhik⁵⁵	tʃʰ i k ⁵⁵	?	?	wash (clothes)	tʃhik⁵⁵  | 649.43	Maru [Langsu] ZMYYC	2	CVcT	tʃh i k ⁵⁵	to wash
4487	! @nh36	1	848	to wash something	960	Achang_Longchuan	phɔp⁵⁵	pʰ ɔ p ⁵⁵	?	?	wash (clothes) v.	phɔp⁵⁵  | 1713.28	Achang (Longchuan) TBL	1	CVcT	ph ɔ p ⁵⁵	to wash
4488	! @nh36	2	846	to wash something	960	Xiandao	tshi³¹	tsʰ i ³¹	?	?	wash (clothes) v.	tshi³¹  | 1713.29	Achang (Xiandao) TBL	2	CVT	tsh i ³¹	to wash
4489	! @nh36	2	846	to wash something	960	Atsi	tʃhi²¹	tʃʰ i ²¹	?	?	wash (clothes) v.	tʃhi²¹  | 1713.30	Atsi [Zaiwa] TBL	2	CVT	tʃh i ²¹	to wash
4490	! @nh36	2	846	to wash something	960	Bola	tʃhɿ³⁵	tʃʰ ɿ ³⁵	?	?	wash (clothes) v.	tʃhɿ³⁵  | 1713.32	Bola (Luxi) TBL	2	CVT	tʃh ɿ ³⁵	to wash
4491	! @nh36	2	846	to wash something	960	Maru	tʃhik⁵⁵	tʃʰ i k ⁵⁵	?	?	wash (clothes) v.	tʃhik⁵⁵  | 1713.31	Langsu (Luxi) TBL	2	CVcT	tʃh i k ⁵⁵	to wash
4492	! @nh36	2	846	to wash something	960	Lashi	tʃheːi⁵⁵	tʃʰ eː i ⁵⁵	?	?	wash (clothes) v.	tʃheːi⁵⁵  | 1713.33	Leqi (Luxi) TBL	2	CVT	tʃh eːi ⁵⁵	to wash
4493	! @nh36	2	846	to wash something	960	Achang_Longchuan	tshi³¹	tsʰ i ³¹	?	?	wash (hand)	tshi³¹  | 648.41	Achang (Longchuan) ZMYYC	2	CVT	tsh i ³¹	to wash
4494	! @nh36	2	846	to wash something	960	Atsi	tʃhi²¹	tʃʰ i ²¹	?	?	wash (hand)	tʃhi²¹  | 648.42	Atsi [Zaiwa] ZMYYC	2	CVT	tʃh i ²¹	to wash
4495	1 @nh36	3	847	to wash something	960	Burmese_ZMYYC	che³	sʰ e ³	?	?	wash (hand)	she³  | 648.39	Burmese (Written) ZMYYC	3	CVT	ch e ³	to wash
4496	! @nh36	2	846	to wash something	960	Maru	tʃhik⁵⁵	tʃʰ i k ⁵⁵	?	?	wash (hand)	tʃhik⁵⁵  | 648.43	Maru [Langsu] ZMYYC	2	CVcT	tʃh i k ⁵⁵	to wash
4497	! @nh36	2	846	to wash something	960	Achang_Lianghe	tɕhi³¹	tɕʰ i ³¹	?	?	wash (hands)	tɕhi³¹  | 662.29	Achang (Lianghe) JZ-Achang	2	CVT	tɕh i ³¹	to wash
4498	! @nh36	2	846	to wash something	960	Achang_Luxi	tɕhi⁵⁵	tɕʰ i ⁵⁵	?	?	wash (hands)	tɕhi⁵⁵  | 648.45	Achang (Luxi) JZ-Achang	2	CVT	tɕh i ⁵⁵	to wash
4499	! @nh36	3	847	to wash something	960	Hpun	sòʔ	s ò ʔ	?	?	wash clothes v.	sòʔ  | 3.10	Hpun (Northern) EJAH-Hpun	3	CVc	s ò ʔ	to wash
#
4500	! @nh36	1	849	to weave	988	Achang_Lianghe	ʑɑ³¹	ʑ ɑ ³¹	?	?	weave	ʑɑ³¹  | 0426.37	Achang (Lianghe) JZ-Achang	1	CVT	ʑ ɑ ³¹	to weave
4501	! @nh36	1	849	to weave	988	Achang_Longchuan	ʐuaʔ⁵⁵	ʐ u a ʔ ⁵⁵	?	?	weave	ʐuaʔ⁵⁵  | 613.41	Achang (Longchuan) ZMYYC	1	CVcT	ʐ ua ʔ ⁵⁵	to weave
4502	! @nh36	1	849	to weave	988	Achang_Luxi	ʑaʔ³¹	ʑ a ʔ ³¹	?	?	weave	ʑaʔ³¹  | 470.7	Achang (Luxi) JZ-Achang	1	CVcT	ʑ a ʔ ³¹	to weave
4503	! @nh36	1	849	to weave	988	Atsi	voʔ²¹	v o ʔ ²¹	?	?	weave	voʔ²¹  | 613.42	Atsi [Zaiwa] ZMYYC	1	CVcT	v o ʔ ²¹	to weave
