# Wordlist

# DATA
ID	DOCULECT	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
3406	Xiandao	! @nh36	2	592	to drive a car	1102	khai³¹	to drive	kʰ a i ³¹	?	?	start / drive (a car) v.	khai³¹  | 1464.29	Achang (Xiandao) TBL	2	CVT	kh ai ³¹
#
3394	Achang_Lianghe	! @nh36	5	594	to drive away	1102	ȵuk³¹	to drive	ȵ u k ³¹	?	?	drive away	ȵuk³¹  | 1073.06	Achang (Lianghe) JZ-Achang	5	CVcT	ȵ u k ³¹
3395	Achang_Longchuan_B	! @nh36	1	591	to drive away	1102	loi⁵⁵	to drive	l o i ⁵⁵	?	?	drive away	loi⁵⁵  | 713.41	Achang (Longchuan) ZMYYC	1	CVT	l oi ⁵⁵
3396	Achang_Luxi	! @nh36	3	590	to drive away	1102	khat⁵⁵	to drive	kʰ a t ⁵⁵	?	?	drive away	khat⁵⁵  | 0843.30	Achang (Luxi) JZ-Achang	3	CVcT	kh a t ⁵⁵
3397	Atsi_B	! @nh36	3	590	to drive away	1102	khat⁵⁵	to drive	kʰ a t ⁵⁵	?	?	drive away	khat⁵⁵  | 713.42	Atsi [Zaiwa] ZMYYC	3	CVcT	kh a t ⁵⁵
3398	Burmese_ZMYYC	! @nh36	6	595	to drive away	1102	nhaṅ	to drive	h n ɑ ŋ ²	?	nhaṅ	drive away	hnɑŋ²  | 713.39	Burmese (Written) ZMYYC	6	CVc	nh a ṅ
3399	Maru_B	! @nh36	3	590	to drive away	1102	khɛʔ⁵⁵	to drive	kʰ ɛ ʔ ⁵⁵	?	?	drive away	khɛʔ⁵⁵  | 713.43	Maru [Langsu] ZMYYC	3	CVcT	kh ɛ ʔ ⁵⁵
#
160	Hpun	! @nh36	6	32	to dry	1424	chɛ̀	dry	c h ɛ̀	?	?	dry up	chɛ̀, chɛ̀-ŋ  | 226	Hpun (Northern) EJAH-Hpun	6	CV	ch ɛ̀
161	Hpun	! @nh36	6	32	to dry	1424	chɛ̀-ŋ	dry	c h ɛ̀ ŋ	?	?	dry up	chɛ̀, chɛ̀-ŋ  | 226	Hpun (Northern) EJAH-Hpun	6	CVc	ch ɛ̀ ŋ
#
148	Achang_Lianghe	! @nh36	1	31	to dry in the sun or air	1424	l̥ɑk⁵⁵	dry	l̥ ɑ k ⁵⁵	?	?	dry / bask in the sun	l̥ɑk⁵⁵  | 0011.29	Achang (Lianghe) JZ-Achang	1	CVcT	l̥ ɑ k ⁵⁵
2539	Achang_Lianghe	! @nh36	6	429	to dry in the sun or air	47	l̥ɑk⁵⁵	the sun	l̥ ɑ k ⁵⁵	?	?	dry / bask in the sun	l̥ɑk⁵⁵  | 0011.29	Achang (Lianghe) JZ-Achang	6	CVcT	l̥ ɑ k ⁵⁵
130	Achang_Longchuan	! @nh36	1	31	to dry in the sun or air	1424	l̥ap⁵⁵	dry	l̥ a p ⁵⁵	?	?	dry (clothes) in the air v.	l̥ap⁵⁵  | 1498.28	Achang (Longchuan) TBL	1	CVcT	l̥ a p ⁵⁵
136	Achang_Longchuan	! @nh36	1	31	to dry in the sun or air	1424	l̥ap⁵⁵	dry	l̥ a p ⁵⁵	?	?	dry (clothes) in the sun v.	l̥ap⁵⁵  | 1604.28	Achang (Longchuan) TBL	1	CVcT	l̥ a p ⁵⁵
2533	Achang_Longchuan	! @nh36	6	429	to dry in the sun or air	47	l̥ap⁵⁵	the sun	l̥ a p ⁵⁵	?	?	dry (clothes) in the sun v.	l̥ap⁵⁵  | 1604.28	Achang (Longchuan) TBL	6	CVcT	l̥ a p ⁵⁵
156	Achang_Longchuan_B	! @nh36	1	31	to dry in the sun or air	1424	l̥ap⁵⁵	dry	l̥ a p ⁵⁵	?	?	dry in the sun	l̥ap⁵⁵  | 749.41	Achang (Longchuan) ZMYYC	1	CVcT	l̥ a p ⁵⁵
2541	Achang_Longchuan_B	! @nh36	6	429	to dry in the sun or air	47	l̥ap⁵⁵	the sun	l̥ a p ⁵⁵	?	?	dry in the sun	l̥ap⁵⁵  | 749.41	Achang (Longchuan) ZMYYC	6	CVcT	l̥ a p ⁵⁵
149	Achang_Luxi	! @nh36	1	31	to dry in the sun or air	1424	lap⁵⁵	dry	l a p ⁵⁵	?	?	dry / bask in the sun	lap⁵⁵  | 698.4	Achang (Luxi) JZ-Achang	1	CVcT	l a p ⁵⁵
2540	Achang_Luxi	! @nh36	6	429	to dry in the sun or air	47	lap⁵⁵	the sun	l a p ⁵⁵	?	?	dry / bask in the sun	lap⁵⁵  | 698.4	Achang (Luxi) JZ-Achang	6	CVcT	l a p ⁵⁵
132	Atsi	! @nh36	2	35	to dry in the sun or air	1424	jaŋ²¹	dry	j a ŋ ²¹	?	?	dry (clothes) in the air v.	jaŋ²¹  | 1498.30	Atsi [Zaiwa] TBL	2	CVcT	j a ŋ ²¹
138	Atsi	! @nh36	1	31	to dry in the sun or air	1424	la̱p⁵⁵	dry	l a̱ p ⁵⁵	?	?	dry (clothes) in the sun v.	la̱p⁵⁵  | 1604.30	Atsi [Zaiwa] TBL	1	CVcT	l a̱ p ⁵⁵
2535	Atsi	! @nh36	6	429	to dry in the sun or air	47	la̱p⁵⁵	the sun	l a̱ p ⁵⁵	?	?	dry (clothes) in the sun v.	la̱p⁵⁵  | 1604.30	Atsi [Zaiwa] TBL	6	CVcT	l a̱ p ⁵⁵
157	Atsi_B	! @nh36	1	31	to dry in the sun or air	1424	la̱p⁵⁵	dry	l a̱ p ⁵⁵	?	?	dry in the sun	la̱p⁵⁵  | 749.42	Atsi [Zaiwa] ZMYYC	1	CVcT	l a̱ p ⁵⁵
2542	Atsi_B	! @nh36	6	429	to dry in the sun or air	47	la̱p⁵⁵	the sun	l a̱ p ⁵⁵	?	?	dry in the sun	la̱p⁵⁵  | 749.42	Atsi [Zaiwa] ZMYYC	6	CVcT	l a̱ p ⁵⁵
133	Bola	! @nh36	1	31	to dry in the sun or air	1424	lɛ̱ʔ⁵⁵	dry	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the air v.	lɛ̱ʔ⁵⁵  | 1498.32	Bola (Luxi) TBL	1	CVcT	l ɛ̱ ʔ ⁵⁵
139	Bola	! @nh36	1	31	to dry in the sun or air	1424	lɛ̱ʔ⁵⁵	dry	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the sun v.	lɛ̱ʔ⁵⁵  | 1604.32	Bola (Luxi) TBL	1	CVcT	l ɛ̱ ʔ ⁵⁵
2536	Bola	! @nh36	6	429	to dry in the sun or air	47	lɛ̱ʔ⁵⁵	the sun	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the sun v.	lɛ̱ʔ⁵⁵  | 1604.32	Bola (Luxi) TBL	6	CVcT	l ɛ̱ ʔ ⁵⁵
158	Burmese_ZMYYC	! @nh36	25	39	to dry in the sun or air	1424	lhanḥ	dry	h l ɑ n ³	?	lhanḥ	dry in the sun	hlɑn³  | 749.39	Burmese (Written) ZMYYC	25	CVcT	lh a n ḥ
2543	Burmese_ZMYYC	! @nh36	6	429	to dry in the sun or air	47	lhanḥ	the sun	h l ɑ n ³	?	lhanḥ	dry in the sun	hlɑn³  | 749.39	Burmese (Written) ZMYYC	6	CVcT	lh a n ḥ
135	Lashi	! @nh36	2	35	to dry in the sun or air	1424	jaːŋ³³	dry	j aː ŋ ³³	?	?	dry (clothes) in the air v.	jaːŋ³³  | 1498.33	Leqi (Luxi) TBL	2	CVcT	j aː ŋ ³³
141	Lashi	! @nh36	1	31	to dry in the sun or air	1424	la̱ːp⁵⁵	dry	l a̱ː p ⁵⁵	?	?	dry (clothes) in the sun v.	la̱ːp⁵⁵  | 1604.33	Leqi (Luxi) TBL	1	CVcT	l a̱ː p ⁵⁵
2538	Lashi	! @nh36	6	429	to dry in the sun or air	47	la̱ːp⁵⁵	the sun	l a̱ː p ⁵⁵	?	?	dry (clothes) in the sun v.	la̱ːp⁵⁵  | 1604.33	Leqi (Luxi) TBL	6	CVcT	l a̱ː p ⁵⁵
134	Maru	! @nh36	1	31	to dry in the sun or air	1424	lɛ̱ʔ⁵⁵	dry	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the air v.	lɛ̱ʔ⁵⁵  | 1498.31	Langsu (Luxi) TBL	1	CVcT	l ɛ̱ ʔ ⁵⁵
140	Maru	! @nh36	1	31	to dry in the sun or air	1424	lɛ̱ʔ⁵⁵	dry	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the sun v.	lɛ̱ʔ⁵⁵  | 1604.31	Langsu (Luxi) TBL	1	CVcT	l ɛ̱ ʔ ⁵⁵
2537	Maru	! @nh36	6	429	to dry in the sun or air	47	lɛ̱ʔ⁵⁵	the sun	l ɛ̱ ʔ ⁵⁵	?	?	dry (clothes) in the sun v.	lɛ̱ʔ⁵⁵  | 1604.31	Langsu (Luxi) TBL	6	CVcT	l ɛ̱ ʔ ⁵⁵
159	Maru_B	! @nh36	1	31	to dry in the sun or air	1424	lɛ̱ʔ⁵⁵	dry	l ɛ̱ ʔ ⁵⁵	?	?	dry in the sun	lɛ̱ʔ⁵⁵  | 749.43	Maru [Langsu] ZMYYC	1	CVcT	l ɛ̱ ʔ ⁵⁵
2544	Maru_B	! @nh36	6	429	to dry in the sun or air	47	lɛ̱ʔ⁵⁵	the sun	l ɛ̱ ʔ ⁵⁵	?	?	dry in the sun	lɛ̱ʔ⁵⁵  | 749.43	Maru [Langsu] ZMYYC	6	CVcT	l ɛ̱ ʔ ⁵⁵
131	Xiandao	! @nh36	1	31	to dry in the sun or air	1424	l̥ap⁵⁵	dry	l̥ a p ⁵⁵	?	?	dry (clothes) in the air v.	l̥ap⁵⁵  | 1498.29	Achang (Xiandao) TBL	1	CVcT	l̥ a p ⁵⁵
137	Xiandao	! @nh36	1	31	to dry in the sun or air	1424	l̥ap⁵⁵	dry	l̥ a p ⁵⁵	?	?	dry (clothes) in the sun v.	l̥ap⁵⁵  | 1604.29	Achang (Xiandao) TBL	1	CVcT	l̥ a p ⁵⁵
2534	Xiandao	! @nh36	6	429	to dry in the sun or air	47	l̥ap⁵⁵	the sun	l̥ a p ⁵⁵	?	?	dry (clothes) in the sun v.	l̥ap⁵⁵  | 1604.29	Achang (Xiandao) TBL	6	CVcT	l̥ a p ⁵⁵
#
142	Achang_Lianghe	! @nh36	5	33	to dry near fire	1424	kɑŋ⁵⁵	dry	k ɑ ŋ ⁵⁵	?	?	dry (clothes) near fire	kɑŋ⁵⁵  | 954.3	Achang (Lianghe) JZ-Achang	5	CVcT	k ɑ ŋ ⁵⁵
150	Achang_Longchuan	! @nh36	3	34	to dry near fire	1424	ɔm³⁵	dry	ɔ m ³⁵	?	?	dry by fire v.	ɔm³⁵  | 1374.28	Achang (Longchuan) TBL	3	VcT	ɔ m ³⁵
143	Achang_Longchuan_B	! @nh36	3	34	to dry near fire	1424	ɔm³⁵	dry	ɔ m ³⁵	?	?	dry (clothes) near fire	ɔm³⁵  | 631.41	Achang (Longchuan) ZMYYC	3	VcT	ɔ m ³⁵
144	Achang_Luxi	! @nh36	5	33	to dry near fire	1424	kaŋ³¹	dry	k a ŋ ³¹	?	?	dry (clothes) near fire	kaŋ³¹  | 40.47	Achang (Luxi) JZ-Achang	5	CVcT	k a ŋ ³¹
152	Atsi	! @nh36	4	36	to dry near fire	1424	ŋji̱n⁵⁵	dry	ŋ j i̱ n ⁵⁵	?	?	dry by fire v.	ŋji̱n⁵⁵  | 1374.30	Atsi [Zaiwa] TBL	4	CCVcT	ŋ j i̱ n ⁵⁵
145	Atsi_B	! @nh36	4	36	to dry near fire	1424	ŋjīn⁵⁵	dry	ŋ j ī n ⁵⁵	?	?	dry (clothes) near fire	ŋjīn⁵⁵  | 631.42	Atsi [Zaiwa] ZMYYC	4	CCVcT	ŋ j ī n ⁵⁵
153	Bola	! @nh36	5	33	to dry near fire	1424	kɔ⁵⁵	dry	k ɔ ⁵⁵	?	?	dry by fire v.	kɔ⁵⁵  | 1374.32	Bola (Luxi) TBL	5	CVT	k ɔ ⁵⁵
146	Burmese_ZMYYC	! @nh36	5	33	to dry near fire	1424	kaṅ	dry	k ɑ ŋ	?	kaṅ	dry (clothes) near fire	kɑŋ  | 631.39	Burmese (Written) ZMYYC	5	CVc	k a ṅ
155	Lashi	! @nh36	5	33	to dry near fire	1424	ka̱ːŋ³³	dry	k a̱ː ŋ ³³	?	?	dry by fire v.	ka̱ːŋ³³  | 1374.33	Leqi (Luxi) TBL	5	CVcT	k a̱ː ŋ ³³
154	Maru	! @nh36	5	33	to dry near fire	1424	kɔ̱̃³¹	dry	k ɔ̱̃ ³¹	?	?	dry by fire v.	kɔ̱̃³¹  | 1374.31	Langsu (Luxi) TBL	5	CVVT	k ɔ̱̃ ∼ ³¹
147	Maru_B	! @nh36	5	33	to dry near fire	1424	kɔ̱̃³¹	dry	k ɔ̱̃ ³¹	?	?	dry (clothes) near fire	kɔ̱̃³¹  | 631.43	Maru [Langsu] ZMYYC	5	CVVT	k ɔ̱̃ ∼ ³¹
151	Xiandao	! @nh36	3	34	to dry near fire	1424	om³⁵	dry	o m ³⁵	?	?	dry by fire v.	om³⁵  | 1374.29	Achang (Xiandao) TBL	3	VcT	o m ³⁵
#
3411	Achang_Lianghe	! @nh36	1	596	to eat	542	tɕɑ³¹	to eat	tɕ ɑ ³¹	?	?	eat	tɕɑ³¹  | 0401.43	Achang (Lianghe) JZ-Achang	1	CVT	tɕ ɑ ³¹
3412	Achang_Longchuan_C	! @nh36	1	596	to eat	542	tɕɔ³¹	to eat	tɕ ɔ ³¹	?	?	eat	tɕɔ³¹  | 0544.43	Achang (Longchuan) JZ-Achang	1	CVT	tɕ ɔ ³¹
3413	Achang_Luxi	! @nh36	1	596	to eat	542	tsa⁵¹	to eat	ts a ⁵¹	?	?	eat	tsa⁵¹  | 1103.17	Achang (Luxi) JZ-Achang	1	CVT	ts a ⁵¹
3416	Atsi_C	! @nh36	1	596	to eat	542	tso²¹	to eat	ts o ²¹	?	?	eat	tso²¹  | 689.26	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	ts o ²¹
3415	Atsi_D	! @nh36	1	596	to eat	542	tsɔ⁴	to eat	ts ɔ ⁴	?	?	eat	tsɔ⁴  | T.6	Atsi [Zaiwa] GHL-PPB	1	CVT	ts ɔ ⁴
3417	Bola	! @nh36	1	596	to eat	542	ta³¹	to eat	t a ³¹	?	?	eat	ta³¹  | 1198.32	Bola (Luxi) TBL	1	CVT	t a ³¹
3418	Burmese_ZMYYC	! @nh36	1	596	to eat	542	cāḥ	to eat	s ɑ ³	?	cāḥ	eat	sɑ³  | 533.39	Burmese (Written) ZMYYC	1	CVT	c ā ḥ
3420	Hpun	1 @lingulist, 0 @nh36	1	596	to eat	542	sà	to eat	s à	?	?	eat	sà(ʔ), sà-ŋ  | 9.2.1	Hpun (Northern) EJAH-Hpun	1	CV	s à
3421	Hpun	1 @lingulist, 0 @nh36	1	596	to eat	542	sà-ŋ	to eat	s à ŋ	?	?	eat	sà(ʔ), sà-ŋ  | 9.2.1	Hpun (Northern) EJAH-Hpun	1	CVc	s à ◦ ŋ
3419	Hpun_B	! @nh36	1	596	to eat	542	sɑ⁴	to eat	s ɑ ⁴	?	?	eat	sɑ⁴  | T.6	Hpun (Metjo) GHL-PPB	1	CVT	s ɑ ⁴
3425	Lashi	! @nh36	1	596	to eat	542	tsɔː³³	to eat	ts ɔː ³³	?	?	eat	tsɔː³³  | 1198.33	Leqi (Luxi) TBL	1	CVT	ts ɔː ³³
3424	Lashi_B	! @nh36	1	596	to eat	542	tsɔ:³³	to eat	ts ɔ: ³³	?	?	eat	tsɔ:³³  | 3.7.6	Lashi DQ-Lashi	1	CVT	ts ɔː ³³
3423	Lashi_C	! @nh36	1	596	to eat	542	tsɔ³	to eat	ts ɔ ³	?	?	eat	tsɔ³  | T.6	Lashi (Lachhe') GHL-PPB	1	CVT	ts ɔ ³
3422	Maru	! @nh36	1	596	to eat	542	tsɔ³⁵	to eat	ts ɔ ³⁵	?	?	eat	tsɔ³⁵  | 1198.31	Langsu (Luxi) TBL	1	CVT	ts ɔ ³⁵
3414	Xiandao_B	! @nh36	1	596	to eat	542	cɔ³¹	to eat	c ɔ ³¹	?	?	eat	cɔ³¹  | 1662	Achang (Xiandao) DQ-Xiandao	1	CVT	c ɔ ³¹
#
3426	Hpun	! @nh36	1	597	to emerge	1960	thᴜ̀ʔ	to emerge	tʰ ᴜ̀ ʔ	?	?	emerge / issue (cp. Sweat) v.	thᴜ̀ʔ, thò-ŋ  | 962	Hpun (Northern) EJAH-Hpun	1	CVc	th ᴜ̀ ʔ
3427	Hpun	! @nh36	1	597	to emerge	1960	thò-ŋ	to emerge	tʰ ò ŋ	?	?	emerge / issue (cp. Sweat) v.	thᴜ̀ʔ, thò-ŋ  | 962	Hpun (Northern) EJAH-Hpun	1	CVc	th ò ŋ
#
3400	Achang_Longchuan	! @nh36	1	591	to expel	1102	loi⁵⁵	to drive	l o i ⁵⁵	?	?	drive out / expel v.	loi⁵⁵  | 1576.28	Achang (Longchuan) TBL	1	CVT	l oi ⁵⁵
3401	Atsi	! @nh36	3	590	to expel	1102	khat⁵⁵	to drive	kʰ a t ⁵⁵	?	?	drive out / expel v.	khat⁵⁵  | 1576.30	Atsi [Zaiwa] TBL	3	CVcT	kh a t ⁵⁵
3402	Bola	! @nh36	2	592	to expel	1102	kɔ̱n³⁵	to drive	k ɔ̱ n ³⁵	?	?	drive out / expel v.	kɔ̱n³⁵  | 1576.32	Bola (Luxi) TBL	2	CVcT	k ɔ̱ n ³⁵
3404	Lashi	! @nh36	3	590	to expel	1102	khaːt⁵⁵	to drive	kʰ aː t ⁵⁵	?	?	drive out / expel v.	khaːt⁵⁵  | 1576.33	Leqi (Luxi) TBL	3	CVcT	kh aː t ⁵⁵
3403	Maru	! @nh36	3	590	to expel	1102	khɛʔ⁵⁵	to drive	kʰ ɛ ʔ ⁵⁵	?	?	drive out / expel v.	khɛʔ⁵⁵  | 1576.31	Langsu (Luxi) TBL	3	CVcT	kh ɛ ʔ ⁵⁵
#
3434	Achang_Lianghe	! @nh36	0 0 3 4	600	to fall	1052	tɕi³¹tɕhɑ³¹	to fall	tɕ i ³¹ + tɕʰ ɑ ³¹	?	?	drop / fall	tɕi³¹ tɕhɑ³¹  | 1705.46	Achang (Lianghe) JZ-Achang	3 4	CVTCVT	tɕ i ³¹ ◦ tɕh ɑ ³¹
3466	Achang_Lianghe	! @nh36	7 0 0	599	to fall	1052	lɯŋ⁵⁵	to fall	l ɯ ŋ ⁵⁵	?	?	fall down v.	lɯŋ⁵⁵  | 124046	Achang (Lianghe) JZ-Achang	7	CVcT	l ɯ ŋ ⁵⁵
3441	Achang_Longchuan	! @nh36	9	601	to fall	1052	ʐo⁵⁵	to fall	ʐ o ⁵⁵	?	?	fall (rain) v.	ʐo⁵⁵  | 1719.28	Achang (Longchuan) TBL	9	CVT	ʐ o ⁵⁵
3450	Achang_Longchuan	! @nh36	0 5	598	to fall	1052	kʐua³⁵	to fall	kʐ u a ³⁵	?	?	fall / tumble down v.	kʐua³⁵  | 1642.28	Achang (Longchuan) TBL	5	CCVT	k ʐ ua ³⁵
3460	Achang_Longchuan	! @nh36	6 0	598	to fall	1052	pʐau⁵⁵	to fall	pʐ a u ⁵⁵	?	?	fall down (a wall) / topple v.	pʐau⁵⁵  | 1257.28	Achang (Longchuan) TBL	6	CCVT	p ʐ au ⁵⁵
3467	Achang_Longchuan	! @nh36	7 0 0	599	to fall	1052	ləŋ⁵⁵	to fall	l ə ŋ ⁵⁵	?	?	fall down v.	ləŋ⁵⁵   | 1176.28 | 1277.28	Achang (Longchuan) TBL	7	CVcT	l ə ŋ ⁵⁵
3435	Achang_Longchuan_B	! @nh36	0 5	598	to fall	1052	kʐua³⁵	to fall	kʐ u a ³⁵	?	?	drop / fall	kʐua³⁵  | 764.41	Achang (Longchuan) ZMYYC	5	CCVT	k ʐ ua ³⁵
3436	Achang_Luxi	! @nh36	0 5	598	to fall	1052	kja⁵¹	to fall	k j a ⁵¹	?	?	drop / fall	kja⁵¹  | 0598.30	Achang (Luxi) JZ-Achang	5	CCVT	k j a ⁵¹
3468	Achang_Luxi	! @nh36	16	604	to fall	1052	kuan³⁵	to fall	k u a n ³⁵	?	?	fall down v.	kuan³⁵  | 687	Achang (Luxi) JZ-Achang	16	CVcT	k ua n ³⁵
3443	Atsi	! @nh36	9	601	to fall	1052	vo⁵¹	to fall	v o ⁵¹	?	?	fall (rain) v.	vo⁵¹  | 1719.30	Atsi [Zaiwa] TBL	9	CVT	v o ⁵¹
3452	Atsi	! @nh36	6 0	598	to fall	1052	pjit²¹	to fall	p j i t ²¹	?	?	fall / tumble down v.	pjit²¹  | 1642.30	Atsi [Zaiwa] TBL	6	CCVcT	p j i t ²¹
3462	Atsi	! @nh36	7 0 0	599	to fall	1052	leŋ²¹	to fall	l e ŋ ²¹	?	?	fall down (a wall) / topple v.	leŋ²¹  | 1257.30	Atsi [Zaiwa] TBL	7	CVcT	l e ŋ ²¹
3470	Atsi	! @nh36	7 17 0	599	to fall	1052	leŋ²¹pat²¹	to fall	l e ŋ ²¹ + p a t ²¹	?	?	fall down v.	leŋ²¹ pat²¹  | 1277.30	Atsi [Zaiwa] TBL	7 17	CVcTCVcT	l e ŋ ²¹ ◦ p a t ²¹
3437	Atsi_B	! @nh36	0 5	598	to fall	1052	kjo⁵⁵	to fall	k j o ⁵⁵	?	?	drop / fall	kjo⁵⁵  | 764.42	Atsi [Zaiwa] ZMYYC	5	CCVT	k j o ⁵⁵
3471	Atsi_B	! @nh36	7 0 0	599	to fall	1052	leŋ²¹	to fall	l e ŋ ²¹	?	?	fall down v.	leŋ²¹  | 577.42	Atsi [Zaiwa] ZMYYC	7	CVcT	l e ŋ ²¹
3444	Bola	! @nh36	9	601	to fall	1052	ɣɔ⁵⁵	to fall	ɣ ɔ ⁵⁵	?	?	fall (rain) v.	ɣɔ⁵⁵  | 1719.32	Bola (Luxi) TBL	9	CVT	ɣ ɔ ⁵⁵
3453	Bola	! @nh36	6 5	598	to fall	1052	pjɔt³¹kja³⁵	to fall	p j ɔ t ³¹ + k j a ³⁵	?	?	fall / tumble down v.	pjɔt³¹ kja³⁵  | 1642.32	Bola (Luxi) TBL	6 5	CCVcTCCVT	p j ɔ t ³¹ ◦ k j a ³⁵
3463	Bola	! @nh36	7 0 0	599	to fall	1052	laŋ³⁵	to fall	l a ŋ ³⁵	?	?	fall down (a wall) / topple v.	laŋ³⁵  | 1257.32	Bola (Luxi) TBL	7	CVcT	l a ŋ ³⁵
3472	Bola	! @nh36	7 17 0	599	to fall	1052	laŋ³¹pɛʔ³¹	to fall	l a ŋ ³¹ + p ɛ ʔ ³¹	?	?	fall down v.	laŋ³¹ pɛʔ³¹  | 1277.32	Bola (Luxi) TBL	7 17	CVcTCVcT	l a ŋ ³¹ ◦ p ɛ ʔ ³¹
3438	Burmese_ZMYYC	! @nh36	6 0	598	to fall	1052	prut	to fall	p r u t	?	prut	drop / fall	prut  | 764.39	Burmese (Written) ZMYYC	6	CCVc	p r u t
3473	Burmese_ZMYYC	! @nh36	18	602	to fall	1052	lai	to fall	l ɑ i ³	?	lai	fall down v.	lɑi³  | 577.39	Burmese (Written) ZMYYC	18	CV	l ai
3440	Hpun	1 @lingulist, 0 @nh36	7 0 8	599	to fall	1052	chwái-ŋ	to fall	c h w á i + ŋ c à	?	?	fall	chwái-ŋ; cà  | 02b1.12	Hpun (Northern) EJAH-Hpun	7 8	CCVcCV	ch w ái ◦ ŋ
3474	Hpun	! @nh36	18	602	to fall	1052	lè	to fall	l è	?	?	fall down v.	lè  | 91n263	Hpun (Northern) EJAH-Hpun	18	CV	l è
3446	Lashi	! @nh36	9	601	to fall	1052	wɔː⁵³	to fall	w ɔː ⁵³	?	?	fall (rain) v.	wɔː⁵³  | 1719.33	Leqi (Luxi) TBL	9	CVT	w ɔː ⁵³
3455	Lashi	! @nh36	6 5	598	to fall	1052	pjiːk³¹kjɔː⁵⁵	to fall	p j iː k ³¹ + k j ɔː ⁵⁵	?	?	fall / tumble down v.	pjiːk³¹ kjɔː⁵⁵  | 1642.33	Leqi (Luxi) TBL	6 5	CCVcTCCVT	p j iː k ³¹ ◦ k j ɔː ⁵⁵
3465	Lashi	! @nh36	7 0 0	599	to fall	1052	ləːŋ³¹	to fall	l əː ŋ ³¹	?	?	fall down (a wall) / topple v.	ləːŋ³¹  | 1257.33	Leqi (Luxi) TBL	7	CVcT	l əː ŋ ³¹
3476	Lashi	! @nh36	7 17 0	599	to fall	1052	ləŋ³¹paːt³¹	to fall	l ə ŋ ³¹ + p aː t ³¹	?	?	fall down v.	ləŋ³¹ paːt³¹  | 1277.33	Leqi (Luxi) TBL	7 17	CVcTCVcT	l ə ŋ ³¹ ◦ p aː t ³¹
3445	Maru	! @nh36	9	601	to fall	1052	vu³¹	to fall	v u ³¹	?	?	fall (rain) v.	vu³¹  | 1719.31	Langsu (Luxi) TBL	9	CVT	v u ³¹
3454	Maru	! @nh36	6 5	598	to fall	1052	pjik³¹kjɔ⁵⁵	to fall	p j i k ³¹ + k j ɔ ⁵⁵	?	?	fall / tumble down v.	pjik³¹ kjɔ⁵⁵  | 1642.31	Langsu (Luxi) TBL	6 5	CCVcTCCVT	p j i k ³¹ ◦ k j ɔ ⁵⁵
3464	Maru	! @nh36	7 0 0	599	to fall	1052	laŋ³⁵	to fall	l a ŋ ³⁵	?	?	fall down (a wall) / topple v.	laŋ³⁵  | 1257.31	Langsu (Luxi) TBL	7	CVcT	l a ŋ ³⁵
3475	Maru	! @nh36	7 17 0	599	to fall	1052	laŋ³⁵pɛʔ⁵⁵	to fall	l a ŋ ³⁵ + p ɛ ʔ ⁵⁵	?	?	fall down v.	laŋ³⁵ pɛʔ⁵⁵  | 1277.31	Langsu (Luxi) TBL	7 17	CVcTCVcT	l a ŋ ³⁵ ◦ p ɛ ʔ ⁵⁵
3439	Maru_B	! @nh36	0 5	598	to fall	1052	kjɔ⁵⁵	to fall	k j ɔ ⁵⁵	?	?	drop / fall	kjɔ⁵⁵  | 764.43	Maru [Langsu] ZMYYC	5	CCVT	k j ɔ ⁵⁵
3442	Xiandao	! @nh36	9	601	to fall	1052	ʐo⁵⁵	to fall	ʐ o ⁵⁵	?	?	fall (rain) v.	ʐo⁵⁵  | 1719.29	Achang (Xiandao) TBL	9	CVT	ʐ o ⁵⁵
3451	Xiandao	! @nh36	0 5	598	to fall	1052	kʐɔ³⁵	to fall	kʐ ɔ ³⁵	?	?	fall / tumble down v.	kʐɔ³⁵  | 1642.29	Achang (Xiandao) TBL	5	CCVT	k ʐ ɔ ³⁵
3461	Xiandao	! @nh36	7 0 0	599	to fall	1052	lin³¹	to fall	l i n ³¹	?	?	fall down (a wall) / topple v.	lin³¹  | 1257.29	Achang (Xiandao) TBL	7	CVcT	l i n ³¹
3469	Xiandao	! @nh36	7 0 0	599	to fall	1052	liŋ³¹	to fall	l i ŋ ³¹	?	?	fall down v.	liŋ³¹  | 1176.29 | 1277.29	Achang (Xiandao) TBL	7	CVcT	l i ŋ ³¹
#
3428	Achang_Longchuan	! @nh36	1 2 0 0	600	to fall asleep	1052	e³¹mui³⁵	to fall	e ³¹ + m u i ³⁵	?	?	asleep, fall v.	e³¹ mui³⁵  | 1647.28	Achang (Longchuan) TBL	1 2	VTCVT	e ³¹ ◦ m ui ³⁵
