# Wordlist

# DATA
ID	CHECK	CLUSTERFORMAT	CLUSTERID	COGID	CONCEPT	CONCEPTID	CONCEPT_VARIANTS	DOCULECT	FORM_VARIANTS	HOMOPHONES	ID_BACK	IPA	METAGLOSS	MORPHEMES	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
5165	-	2	867	1070	to wring	484	0	Atsi_B	0	to milk // to wring	4654	tʃu̱p⁵⁵	wet	tʃ u̱ p ⁵⁵	wring (e.g. wet cloth)	tʃu̱p⁵⁵  | 554.42	Atsi [Zaiwa] ZMYYC	2	CVcT	tʃ u̱ p ⁵⁵
5166	-	3	873	1078	to wring	484	0	Burmese_ZMYYC	0	to milk // to wring	4655	ñhac	wet	h ȵ ɑ s	wring (e.g. wet cloth)	hȵɑs  | 554.39	Burmese (Written) ZMYYC	3	CVc	ñh a c
5167	-	2	867	1070	to wring	484	0	Maru_B	0	to milk // to wring	4656	tʃa̱p⁵⁵	wet	tʃ a̱ p ⁵⁵	wring (e.g. wet cloth)	tʃa̱p⁵⁵  | 554.43	Maru [Langsu] ZMYYC	2	CVcT	tʃ a̱ p ⁵⁵
5168	-	3	873	1078	to wring	484	0	Old_Burmese	0	to milk // to wring	4655	?	wet	h ȵ ɑ s	wring (e.g. wet cloth)	? | ?	Burmese (Written) ZMYYC	3	CVc	0
5169	-	0	0	0	to wring	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4586	-	0 1 2 0 0 0 3 0 0 4 5	344	349	tomorrow night	485	0	Achang_Longchuan	0	0	2069	phă⁵⁵nap⁵⁵ni⁵⁵kʐɔm⁵⁵	the night	?	tomorrow night / evening n/adv	phă⁵⁵ nap⁵⁵ ni⁵⁵ kʐɔm⁵⁵  | 0746.28	Achang (Longchuan) TBL	1 2 3 4 5	CVTCVcTCVTCCVcT	ph ă ⁵⁵ ◦ n a p ⁵⁵ ◦ n i ⁵⁵ ◦ k ʐ ɔ m ⁵⁵
4587	-	0 0 2 0 10 0 0 0 0 0 0	344	349	tomorrow night	485	0	Atsi	0	0	2071	nap²¹mjin⁵¹	the night	n a p ²¹ + m j i n ⁵¹	tomorrow night / evening n/adv	nap²¹ mjin⁵¹  | 0746.30	Atsi [Zaiwa] TBL	2 10	CVcTCCVcT	n a p ²¹ ◦ m j i n ⁵¹
4588	-	0 0 2 0 10 0 0 0 0 0 0	344	349	tomorrow night	485	0	Bola	0	0	2072	nɛʔ³¹mjɔn³⁵	the night	n ɛ ʔ ³¹ + m j ɔ n ³⁵	tomorrow night / evening n/adv	nɛʔ³¹ mjɔn³⁵  | 0746.32	Bola (Luxi) TBL	2 10	CVcTCCVcT	n ɛ ʔ ³¹ ◦ m j ɔ n ³⁵
4589	-	0 0 2 0 10 0 0 0 0 0 0	344	349	tomorrow night	485	0	Lashi	0	0	2074	nap³¹mjɛn³¹	the night	n a p ³¹ + m j ɛ n ³¹	tomorrow night / evening n/adv	nap³¹ mjɛn³¹  | 0746.33	Leqi (Luxi) TBL	2 10	CVcTCCVcT	n a p ³¹ ◦ m j ɛ n ³¹
4590	-	0 0 2 0 10 0 0 0 0 0 0	344	349	tomorrow night	485	0	Maru	0	0	2073	nɛʔ³¹mji³¹	the night	n ɛ ʔ ³¹ + m j i ³¹	tomorrow night / evening n/adv	nɛʔ³¹ mji³¹  | 0746.31	Langsu (Luxi) TBL	2 10	CVcTCCVT	n ɛ ʔ ³¹ ◦ m j i ³¹
4591	-	6 7 8 9	347	353	tomorrow night	485	0	Xiandao	0	0	2070	n̥a³¹ʐɔ⁵⁵a³¹chot⁵⁵	the night	n̥ a ³¹ + ʐ ɔ ⁵⁵ + a ³¹ + c h o t ⁵⁵	tomorrow night / evening n/adv	n̥a³¹ ʐɔ⁵⁵ a³¹ chot⁵⁵  | 0746.29	Achang (Xiandao) TBL	6 7 8 9	CVTCVTVTCVcT	n̥ a ³¹ ◦ ʐ ɔ ⁵⁵ ◦ a ³¹ ◦ ch o t ⁵⁵
4592	-	0	0	0	tomorrow night	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4698	-	3 0 0 4	854	1048	twenty	486	0	Achang_Lianghe	0	0	4539	sɿ⁵⁵tʂhɿ⁵⁵	twenty	s ɿ ⁵⁵ + tʂʰ ɿ ⁵⁵	twenty	sɿ⁵⁵ tʂhɿ⁵⁵  | 1632.45	Achang (Lianghe) JZ-Achang	3 4	CVTCVT	s ɿ ⁵⁵ ◦ tʂh ɿ ⁵⁵
4699	-	1 2	855	1049	twenty	486	0	Achang_Longchuan	0	0	4545	tă³¹sau⁵⁵	twenty	t ă ³¹ + s a u ⁵⁵	twenty num	tă³¹ sau⁵⁵  | 0816.28	Achang (Longchuan) TBL	1 2	CVTCVT	t ă ³¹ ◦ s au ⁵⁵
4700	-	1 2	855	1049	twenty	486	0	Achang_Longchuan_B	0	0	4540	tă³¹sau⁵⁵	twenty	t ă ³¹ + s a u ⁵⁵	twenty	tă³¹ sau⁵⁵  | 930.41	Achang (Longchuan) ZMYYC	1 2	CVTCVT	t ă ³¹ ◦ s au ⁵⁵
4701	-	0 5 0 4	854	1048	twenty	486	0	Achang_Luxi	0	0	4541	ak⁵⁵tshəi³⁵	twenty	a k ⁵⁵ + tsʰ ə i ³⁵	twenty	ak⁵⁵ tshəi³⁵  | 3.344-II:idx	Achang (Luxi) JZ-Achang	5 4	VcTCVT	a k ⁵⁵ ◦ tsh əi ³⁵
4702	-	0 5 0 4	854	1048	twenty	486	0	Atsi	0	0	4547	i⁵⁵tshe⁵¹	twenty	i ⁵⁵ + tsʰ e ⁵¹	twenty num	i⁵⁵ tshe⁵¹  | 0816.30	Atsi [Zaiwa] TBL	5 4	VTCVT	i ⁵⁵ ◦ tsh e ⁵¹
4703	-	0 5 0 4	854	1048	twenty	486	0	Atsi_B	0	0	4542	i⁵⁵tshe⁵¹	twenty	i ⁵⁵ + tsʰ e ⁵¹	twenty	i⁵⁵ tshe⁵¹  | 930.42	Atsi [Zaiwa] ZMYYC	5 4	VTCVT	i ⁵⁵ ◦ tsh e ⁵¹
4704	-	0 5 0 4	854	1048	twenty	486	0	Bola	0	0	4548	i̱³⁵thai⁵⁵	twenty	i̱ ³⁵ + tʰ a i ⁵⁵	twenty num	i̱³⁵ thai⁵⁵  | 0816.32	Bola (Luxi) TBL	5 4	VTCVT	i̱ ³⁵ ◦ th ai ⁵⁵
4705	-	0 0 6 4	854	1048	twenty	486	0	Burmese_ZMYYC	0	0	4543	nhac chay²	twenty	h n ɑ + sʰ s ɑ j ²	twenty	hnɑs hsɑj²  | 930.39	Burmese (Written) ZMYYC	6 4	CVc_CVcT	nh a c ◦ ch a y ²
4706	-	0 5 0 4	854	1048	twenty	486	0	Lashi	0	0	4550	ə̱⁵⁵tshe³³	twenty	ə̱ ⁵⁵ + tsʰ e ³³	twenty num	ə̱⁵⁵ tshe³³  | 0816.33	Leqi (Luxi) TBL	5 4	VTCVT	ə̱ ⁵⁵ ◦ tsh e ³³
4707	-	3 0 0 4	854	1048	twenty	486	0	Maru	0	0	4549	ʃi̱k⁵⁵tshɛ³¹	twenty	ʃ i̱ k ⁵⁵ + tsʰ ɛ ³¹	twenty num	ʃi̱k⁵⁵ tshɛ³¹  | 0816.31	Langsu (Luxi) TBL	3 4	CVcTCVT	ʃ i̱ k ⁵⁵ ◦ tsh ɛ ³¹
4708	-	3 0 0 4	854	1048	twenty	486	0	Maru_B	0	0	4544	ʃi̱k⁵⁵tshɛ³¹	twenty	ʃ i̱ k ⁵⁵ + tsʰ ɛ ³¹	twenty	ʃi̱k⁵⁵ tshɛ³¹  | 930.43	Maru [Langsu] ZMYYC	3 4	CVcTCVT	ʃ i̱ k ⁵⁵ ◦ tsh ɛ ³¹
4709	-	1 2	855	1049	twenty	486	0	Xiandao	0	0	4546	ta³¹sau⁵⁵	twenty	t a ³¹ + s a u ⁵⁵	twenty num	ta³¹ sau⁵⁵  | 0816.29	Achang (Xiandao) TBL	1 2	CVTCVT	t a ³¹ ◦ s au ⁵⁵
4710	-	0 0 6 4	854	1048	twenty	486	0	Old_Burmese	0	0	4543	?	twenty	h n ɑ + sʰ s ɑ j ²	twenty	? | ?	Burmese (Written) ZMYYC	6 4	CVc_CVcT	0
4711	-	0	0	0	twenty	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4712	-	1	857	1053	two	487	0	Achang_Lianghe	0	0	4560	sɿ⁵⁵	two	s ɿ ⁵⁵	two	sɿ⁵⁵  | index	Achang (Lianghe) JZ-Achang	1	CVT	s ɿ ⁵⁵
4713	-	1	857	1053	two	487	0	Achang_Longchuan	0	0	4568	sək⁵⁵	two	s ə k ⁵⁵	two num	sək⁵⁵  | 0798.28	Achang (Longchuan) TBL	1	CVcT	s ə k ⁵⁵
4714	-	1	857	1053	two	487	0	Achang_Longchuan_B	0	0	4561	sək⁵⁵	two	s ə k ⁵⁵	two	sək⁵⁵  | 912.41	Achang (Longchuan) ZMYYC	1	CVcT	s ə k ⁵⁵
4715	-	25	859	1055	two	487	0	Achang_Luxi	0	0	4562	ak⁵⁵	two	a k ⁵⁵	two	ak⁵⁵  | 3.344-II:idx	Achang (Luxi) JZ-Achang	25	VcT	a k ⁵⁵
4716	-	2	858	1054	two	487	0	Atsi	0	0	4570	i⁵⁵	two	i ⁵⁵	two num	i⁵⁵  | 0798.30	Atsi [Zaiwa] TBL	2	VT	i ⁵⁵
4717	-	2	858	1054	two	487	0	Atsi_B	0	0	4563	i⁵⁵	two	i ⁵⁵	two	i⁵⁵  | 912.42	Atsi [Zaiwa] ZMYYC	2	VT	i ⁵⁵
4718	-	2	858	1054	two	487	0	Bola	0	0	4571	i̱³⁵	two	i̱ ³⁵	two num	i̱³⁵  | 0798.32	Bola (Luxi) TBL	2	VT	i̱ ³⁵
4719	-	0 0 3 0 0	856	1051	two	487	0	Burmese_ZMYYC	0	0	4564	nhac	two	h n ɑ s	two	hnɑs  | 912.39	Burmese (Written) ZMYYC	3	CVc	nh a c
4720	-	0 0 3 0 0	856	1051	two	487	0	Hpun	hàiʔ // hɛ̀ʔ	0	4565	hàiʔ	two	h à i ʔ	two	hàiʔ, hɛ̀ʔ  | 183	Hpun (Northern) EJAH-Hpun	3	CVc	h ài ʔ
4721	-	1	857	1053	two	487	0	Lashi	0	0	4573	ə̱k⁵⁵	two	ə̱ k ⁵⁵	two num	ə̱k⁵⁵  | 0798.33	Leqi (Luxi) TBL	1	VcT	ə̱ k ⁵⁵
4722	-	1	857	1053	two	487	0	Maru	0	0	4572	ʃi̱k⁵⁵	two	ʃ i̱ k ⁵⁵	two num	ʃi̱k⁵⁵  | 0798.31	Langsu (Luxi) TBL	1	CVcT	ʃ i̱ k ⁵⁵
4723	-	1	857	1053	two	487	0	Maru_B	0	0	4567	ʃi̱k⁵⁵	two	ʃ i̱ k ⁵⁵	two	ʃi̱k⁵⁵  | 912.43	Maru [Langsu] ZMYYC	1	CVcT	ʃ i̱ k ⁵⁵
4724	-	1	857	1053	two	487	0	Xiandao	0	0	4569	sɤk⁵⁵	two	s ɤ k ⁵⁵	two num	sɤk⁵⁵  | 0798.29	Achang (Xiandao) TBL	1	CVcT	s ɤ k ⁵⁵
4725	-	0 0 3 0 0	856	1051	two	487	0	Old_Burmese	0	0	4564	nhac	two	h n ɑ s	two	nhac | ?	Burmese (Written) ZMYYC	3	CVc	nh a c
4726	-	0	0	0	two	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4727	-	0 0 3 4 0	856	1052	two things	488	0	Hpun	hàiʔkɔ́ŋ // hɛ̀ʔkɔ́ŋ	0	4574	hàiʔkɔ́ŋ	two	h à i + ʔ k ɔ́ ŋ	two things	hàiʔ kɔ́ŋ, hɛ̀ʔ kɔ́ŋ  | 183	Hpun (Northern) EJAH-Hpun	3 4	CVcCVc	h ài ʔ ◦ k ɔ́ ŋ
4728	-	0	0	0	two things	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4811	-	3	861	1059	warm	489	0	Achang_Lianghe	0	0	4576	ȵuɛ³¹	warm	ȵ u ɛ ³¹	warm	ȵuɛ³¹  | 1637.34	Achang (Lianghe) JZ-Achang	3	CVT	ȵ uɛ ³¹
4812	-	2	862	1062	warm	489	0	Achang_Longchuan	0	0	4577	lum⁵⁵	warm	l u m ⁵⁵	warm	lum⁵⁵  | 1065.28	Achang (Longchuan) TBL	2	CVcT	l u m ⁵⁵
4813	-	3	861	1059	warm	489	0	Achang_Luxi	0	0	4578	nuɛ⁵¹	warm	n u ɛ ⁵¹	warm	nuɛ⁵¹  | 48.3	Achang (Luxi) JZ-Achang	3	CVT	n uɛ ⁵¹
4814	-	3	861	1059	warm	489	0	Atsi	0	0	4580	ŋje²¹	warm	ŋ j e ²¹	warm	ŋje²¹  | 1065.30	Atsi [Zaiwa] TBL	3	CCVT	ŋ j e ²¹
4815	-	2	862	1062	warm	489	0	Bola	0	0	4581	lam⁵⁵	warm	l a m ⁵⁵	warm	lam⁵⁵  | 1065.32	Bola (Luxi) TBL	2	CVcT	l a m ⁵⁵
4816	-	3	861	1059	warm	489	0	Burmese_ZMYYC	0	0	4582	nve³	warm	n w e ³	warm	nwe³  | 885.39	Burmese (Written) ZMYYC	3	CCVT	n v e ³
4817	-	0 4	863	1063	warm	489	0	Hpun	pú-ŋ // pó-ŋ	0	4583	pú-ŋ	warm	p ú ŋ	warm	pú-ŋ, pó-ŋ  | 1193	Hpun (Northern) EJAH-Hpun	4	CVc	p ú ŋ
4818	-	3	861	1059	warm	489	0	Lashi	0	0	4586	ŋyː³³	warm	ŋ yː ³³	warm	ŋyː³³  | 1065.33	Leqi (Luxi) TBL	3	CVT	ŋ yː ³³
4819	-	3	861	1059	warm	489	0	Maru	0	0	4585	ŋjø³⁵	warm	ŋ j ø ³⁵	warm	ŋjø³⁵  | 1065.31	Langsu (Luxi) TBL	3	CCVT	ŋ j ø ³⁵
4820	-	2	862	1062	warm	489	0	Xiandao	0	0	4579	lum⁵⁵	warm	l u m ⁵⁵	warm	lum⁵⁵  | 1065.29	Achang (Xiandao) TBL	2	CVcT	l u m ⁵⁵
4821	-	3	861	1059	warm	489	0	Old_Burmese	0	0	4582	?	warm	n w e ³	warm	? | ?	Burmese (Written) ZMYYC	3	CCVT	0
4822	-	0	0	0	warm	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4838	-	0 0 1 0 3	448	487	warm water	490	0	Hpun	chípú-ŋ // chípúʼ	0	2683	chípú-ŋ	the water	c h í + p ú ŋ	warm water	chí pú-ŋ, chí púʼ  | 544	Hpun (Northern) EJAH-Hpun	1 3	CVCVc	ch í ◦ p ú ŋ
4839	-	0 0 1 0 3	448	487	warm water	490	0	Hpun	0	0	2703	chíʔpúʼ	the water	c h í + ʔ p úʼ	water (hot)	chíʔ púʼ  | 312	Hpun (Northern) EJAH-Hpun	1 3	CVcCVc	ch í ʔ ◦ p ú ʔ
4840	-	0	0	0	warm water	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4882	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0	864	1065	we	491	we // we (inclusive)	Achang_Lianghe	0	we // we (inclusive)	4601	ŋu³¹tuŋ⁵⁵	we	ŋ u ³¹ + t u ŋ ⁵⁵	we	ŋu³¹ tuŋ⁵⁵  | 718.3	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	ŋ u ³¹ ◦ t u ŋ ⁵⁵
4883	-	13 0 14 15	865	1068	we	491	0	Achang_Longchuan	0	0	4628	tă³¹tʂə⁵⁵kuai⁵⁵	we	t ă ³¹ + tʂ ə ⁵⁵ + k u a i ⁵⁵	we all pron	tă³¹ tʂə⁵⁵ kuai⁵⁵  | 0939.28	Achang (Longchuan) TBL	13 14 15	CVTCVTCVT	t ă ³¹ ◦ tʂ ə ⁵⁵ ◦ k uai ⁵⁵
4884	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Achang_Longchuan_B	0	we // we (inclusive)	4602	ŋɔ⁵⁵tuʔ³¹	we	ŋ ɔ ⁵⁵ + t u ʔ ³¹	we	ŋɔ⁵⁵ tuʔ³¹  | 971.41	Achang (Longchuan) ZMYYC	1 3	CVTCVcT	ŋ ɔ ⁵⁵ ◦ t u ʔ ³¹
4885	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	we // we (inclusive)	Achang_Luxi	0	we // we (inclusive)	4603	ŋɔ⁵⁵tɔ⁵⁵	we	ŋ ɔ ⁵⁵ + t ɔ ⁵⁵	we	ŋɔ⁵⁵ tɔ⁵⁵  | 970.41	Achang (Luxi) JZ-Achang	1 3	CVTCVT	ŋ ɔ ⁵⁵ ◦ t ɔ ⁵⁵
4886	-	17 18 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Atsi	0	0	4630	lu̱ŋ⁵⁵la̱ŋ⁵⁵paŋ²¹	we	l u̱ ŋ ⁵⁵ + l a̱ ŋ ⁵⁵ + p a ŋ ²¹	we all pron	lu̱ŋ⁵⁵ la̱ŋ⁵⁵ paŋ²¹  | 0939.30	Atsi [Zaiwa] TBL	17 18 19	CVcTCVcTCVcT	l u̱ ŋ ⁵⁵ ◦ l a̱ ŋ ⁵⁵ ◦ p a ŋ ²¹
4887	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0	864	1065	we	491	0	Atsi_B	0	0	4604	ŋa⁵⁵moʔ⁵⁵	we	ŋ a ⁵⁵ + m o ʔ ⁵⁵	we	ŋa⁵⁵ moʔ⁵⁵  | 971.42	Atsi [Zaiwa] ZMYYC	1 4	CVTCVcT	ŋ a ⁵⁵ ◦ m o ʔ ⁵⁵
4888	-	0 0 19 20 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0	864	1065	we	491	0	Bola	0	0	4631	pɛ̃⁵⁵ʃaʔ⁵⁵maʔ³¹	we	p ɛ̃ ⁵⁵ + ʃ a ʔ ⁵⁵ + m a ʔ ³¹	we all pron	pɛ̃⁵⁵ ʃaʔ⁵⁵ maʔ³¹  | 0939.32	Bola (Luxi) TBL	19 20 21	CVVTCVcTCVcT	p ɛ̃ ∼ ⁵⁵ ◦ ʃ a ʔ ⁵⁵ ◦ m a ʔ ³¹
4889	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Burmese_ZMYYC	0	0	4605	ŋa²tui¹	we	ŋ ɑ ² + t o ¹	we	ŋɑ² to¹  | 971.39	Burmese (Written) ZMYYC	1 3	CVTCVT	ŋ a ² ◦ t ui ¹
4890	-	0 0 19 20 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Lashi	0	0	4633	pan³¹ʃɔ̱ʔ⁵⁵paŋ³³	we	p a n ³¹ + ʃ ɔ̱ ʔ ⁵⁵ + p a ŋ ³³	we all pron	pan³¹ ʃɔ̱ʔ⁵⁵ paŋ³³  | 0939.33	Leqi (Luxi) TBL	19 20 19	CVcTCVcTCVcT	p a n ³¹ ◦ ʃ ɔ̱ ʔ ⁵⁵ ◦ p a ŋ ³³
4891	-	0 0 19 20 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0	864	1065	we	491	0	Maru	0	0	4632	pəŋ³¹ʃɔʔ⁵⁵mɔʔ⁵⁵	we	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵ + m ɔ ʔ ⁵⁵	we all pron	pəŋ³¹ ʃɔʔ⁵⁵ mɔʔ⁵⁵  | 0939.31	Langsu (Luxi) TBL	19 20 21	CVcTCVcTCVcT	p ə ŋ ³¹ ◦ ʃ ɔ ʔ ⁵⁵ ◦ m ɔ ʔ ⁵⁵
4892	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0	864	1065	we	491	0	Maru_B	0	0	4606	ŋɔ̆³¹na̱uŋ⁵⁵	we	ŋ ɔ̆ ³¹ + n a̱ u ŋ ⁵⁵	we	ŋɔ̆³¹ na̱uŋ⁵⁵  | 971.43	Maru [Langsu] ZMYYC	1 5	CVTCVcT	ŋ ɔ̆ ³¹ ◦ n a̱u ŋ ⁵⁵
4893	-	13 16 0 0	865	1068	we	491	0	Xiandao	0	0	4629	ta³¹ka³¹	we	t a ³¹ + k a ³¹	we all pron	ta³¹ ka³¹  | 0939.29	Achang (Xiandao) TBL	13 16	CVTCVT	t a ³¹ ◦ k a ³¹
4894	-	0 0 0 0 0 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Achang_Longchuan	0	we (inclusive) // we	4634	ŋɔ⁵⁵tuʔ³¹	we	ŋ ɔ ⁵⁵ + t u ʔ ³¹	we pron	ŋɔ⁵⁵ tuʔ³¹  | 0930.28	Achang (Longchuan) TBL	1 11	CVTCVcT	ŋ ɔ ⁵⁵ ◦ t u ʔ ³¹
4895	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 21 0 0 0	864	1065	we	491	0	Atsi	0	0	4636	ŋa⁵⁵moʔ⁵⁵	we	ŋ a ⁵⁵ + m o ʔ ⁵⁵	we pron	ŋa⁵⁵ moʔ⁵⁵  | 0930.30	Atsi [Zaiwa] TBL	1 21	CVTCVcT	ŋ a ⁵⁵ ◦ m o ʔ ⁵⁵
4896	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 21 0 0 0	864	1065	we	491	0	Bola	0	0	4637	ŋă⁵⁵maʔ³¹	we	ŋ ă ⁵⁵ + m a ʔ ³¹	we pron	ŋă⁵⁵ maʔ³¹  | 0930.32	Bola (Luxi) TBL	1 21	CVTCVcT	ŋ ă ⁵⁵ ◦ m a ʔ ³¹
4897	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 22 0 0	864	1065	we	491	0	Lashi	0	0	4639	ŋŏ³¹nu̱ŋ⁵⁵	we	ŋ ŏ ³¹ + n u̱ ŋ ⁵⁵	we pron	ŋŏ³¹ nu̱ŋ⁵⁵  | 0930.33	Leqi (Luxi) TBL	1 22	CVTCVcT	ŋ ŏ ³¹ ◦ n u̱ ŋ ⁵⁵
4898	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 22 0 0	864	1065	we	491	0	Maru	0	0	4638	ŋɔ̆³¹na̱uŋ⁵⁵	we	ŋ ɔ̆ ³¹ + n a̱ u ŋ ⁵⁵	we pron	ŋɔ̆³¹ na̱uŋ⁵⁵  | 0930.31	Langsu (Luxi) TBL	1 22	CVTCVcT	ŋ ɔ̆ ³¹ ◦ n a̱u ŋ ⁵⁵
4899	-	0 0 0 0 0 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Xiandao	0	0	4635	ŋɔ⁵⁵tu³⁵	we	ŋ ɔ ⁵⁵ + t u ³⁵	we pron	ŋɔ⁵⁵ tu³⁵  | 0930.29	Achang (Xiandao) TBL	1 11	CVTCVT	ŋ ɔ ⁵⁵ ◦ t u ³⁵
4900	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1065	we	491	0	Old_Burmese	0	0	4605	?	we	ŋ ɑ ² + t o ¹	we	? | ?	Burmese (Written) ZMYYC	1 3	CVTCVT	0
4901	-	0	0	0	we	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
4902	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0	864	1066	we (inclusive)	492	we // we (inclusive)	Achang_Lianghe	0	we // we (inclusive)	4611	ŋu³¹tuŋ⁵⁵	we	ŋ u ³¹ + t u ŋ ⁵⁵	we (inclusive)	ŋu³¹ tuŋ⁵⁵  | 718.3	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	ŋ u ³¹ ◦ t u ŋ ⁵⁵
4903	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1066	we (inclusive)	492	0	Achang_Longchuan	0	we (inclusive) // we	4617	ŋɔ⁵⁵tuʔ³¹	we	ŋ ɔ ⁵⁵ + t u ʔ ³¹	we (inclusive) pron	ŋɔ⁵⁵ tuʔ³¹  | 0937.28	Achang (Longchuan) TBL	1 3	CVTCVcT	ŋ ɔ ⁵⁵ ◦ t u ʔ ³¹
4904	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1066	we (inclusive)	492	0	Achang_Longchuan_B	0	we // we (inclusive)	4612	ŋɔ⁵⁵tuʔ³¹	we	ŋ ɔ ⁵⁵ + t u ʔ ³¹	we (inclusive)	ŋɔ⁵⁵ tuʔ³¹  | 972.41	Achang (Longchuan) ZMYYC	1 3	CVTCVcT	ŋ ɔ ⁵⁵ ◦ t u ʔ ³¹
4905	-	0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0	864	1066	we (inclusive)	492	we // we (inclusive)	Achang_Luxi	0	we // we (inclusive)	4613	ŋɔ⁵⁵tɔ⁵⁵	we	ŋ ɔ ⁵⁵ + t ɔ ⁵⁵	we (inclusive)	ŋɔ⁵⁵ tɔ⁵⁵  | 970.41	Achang (Luxi) JZ-Achang	1 3	CVTCVT	ŋ ɔ ⁵⁵ ◦ t ɔ ⁵⁵
4906	-	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0	864	1066	we (inclusive)	492	0	Atsi	0	0	4618	ŋa⁵⁵nu̱ŋ⁵⁵	we	ŋ a ⁵⁵ + n u̱ ŋ ⁵⁵	we (inclusive) pron	ŋa⁵⁵ nu̱ŋ⁵⁵  | 0937.30	Atsi [Zaiwa] TBL	1 5	CVTCVcT	ŋ a ⁵⁵ ◦ n u̱ ŋ ⁵⁵
4907	-	0 0 0 0 0 0 1 0 0 0 0 0 0 5 8 5 0 0 0 0 0	864	1066	we (inclusive)	492	0	Atsi_B	ŋa⁵⁵ nu̱ŋ⁵⁵ // i⁵⁵ nu̱ŋ⁵⁵	0	4614	ŋa⁵⁵nu̱ŋ⁵⁵	we	ŋ a ⁵⁵ + n u̱ ŋ ⁵⁵ + i ⁵⁵ + n u̱ ŋ ⁵⁵	we (inclusive)	ŋa⁵⁵ nu̱ŋ⁵⁵; i⁵⁵ nu̱ŋ⁵⁵  | 972.42	Atsi [Zaiwa] ZMYYC	1 5 8 5	CVTCVcTVTCVcT	ŋ a ⁵⁵ ◦ n u̱ ŋ ⁵⁵
4908	-	0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0	864	1066	we (inclusive)	492	0	Bola	0	0	4619	ŋjɔ̱̃³⁵	we	ŋ j ɔ̱̃ ³⁵	we (inclusive) pron	ŋjɔ̱̃³⁵  | 0937.32	Bola (Luxi) TBL	11	CCVVT	ŋ j ɔ̱̃ ∼ ³⁵
4909	-	12	866	1069	we (inclusive)	492	0	Burmese_ZMYYC	0	0	4615	dui¹	we	d o ¹	we (inclusive)	do¹  | 972.39	Burmese (Written) ZMYYC	12	CVT	d ui ¹
