ID	DOCULECT	CONCEPT	DOCULECT_IS	CONCEPT_NUMBER_IS	VALUE_IS	VALUE	NOTES	NOTES_MM	COGID	SEGMENTS
860	Proto-Lolo-Burmese	horse	PLB	187	myaŋ²	myaŋ²	PL: Lisu; Lahu, Akha: F		186	m ya ŋ ²
861	Rangoon	horse	Spoken Burmese	187	myîn	myîn	PL: Lisu; Lahu, Akha: F		186	m y î n
862	Akha	hot	Akha	188	lḿ	lḿ			187	l ḿ
863	Atsi	hot	Atsi	188	lûm	lûm			187	l û m
864	Maru	hot	Maru	188	làm	làm			187	l à m
865	Proto-Burmish	hot	PB	188	lum¹ᵃ	lum¹ᵃ			187	l u m ¹ᵃ
866	Proto-Lolo	hot	PL	188	lum¹	lum¹			187	l u m ¹
867	Proto-Lolo-Burmese	hot	PLB	188	lum¹ᵃ	lum¹ᵃ			187	l u m ¹ᵃ
868	Rangoon	hot	Spoken Burmese	188	lóun	lóun			187	l ó u n
869	Atsi	house	Atsi	189	yúm	yúm	PL: Lahu		188	yú m
870	Maru	house	Maru	189	yàm	yàm	PL: Lahu		188	y à m
871	Proto-Burmish	house	PB	189	yum¹ᵇ	yum¹ᵇ	PL: Lahu		188	yu m ¹ᵇ
872	Proto-Lolo	house	PL	189	yum¹	yum¹	PL: Lahu		188	yu m ¹
873	Proto-Lolo-Burmese	house	PLB	189	yum¹ᵇ	yum¹ᵇ	PL: Lahu		188	yu m ¹ᵇ
874	Rangoon	house	Spoken Burmese	189	éin	éin	PL: Lahu		188	é i n
875	Akha	hundred	Akha	190	yá	yá			189	yá
876	Atsi	hundred	Atsi	190	šó	šó			189	š ó
877	Lisu	hundred	Lisu	190	hyā	hyā			189	h y ā
878	Maru	hundred	Maru	190	yò	yò			189	y ò
879	Proto-Burmish	hundred	PB	190	ya¹	ya¹			189	ya ¹
880	Proto-Lolo	hundred	PL	190	hya¹	hya¹			189	h ya ¹
881	Proto-Lolo-Burmese	hundred	PLB	190	hya¹ᵃ	hya¹ᵃ			189	h ya ¹ᵃ
882	Rangoon	hundred	Spoken Burmese	190	yá	yá			189	yá
883	Akha	hungry	Akha	191	hɔ̀mɛ̀ʔ	hɔ̀mɛ̀ʔ	PB: At		190	h ɔ̀ + m ɛ̀ ʔ
884	Atsi	hungry	Atsi	191	tsômut	tsômut	PB: At		190	t s ô + m u t
885	Proto-Burmish	hungry	PB	191	mut	mut	PB: At		190	m u t
886	Proto-Lolo	hungry	PL	191	mut¹	mut¹	PB: At		190	m u t ¹
887	Proto-Lolo-Burmese	hungry	PLB	191	mut¹	mut¹	PB: At		190	m u t ¹
888	Atsi	husband	Atsi	192	láŋ	láŋ			191	l á ŋ
889	Maru	husband	Maru	192	là	là			191	l à
890	Proto-Burmish	husband	PB	192	laŋ¹ᵇ	laŋ¹ᵇ			191	l a ŋ ¹ᵇ
891	Rangoon	husband	Spoken Burmese	192	lín	lín			191	l í n
900	Atsi	ill	Atsi	194	nô	nô			193	n ô
901	Lisu	ill	Lisu	194	nā	nā			193	n ā
902	Maru	ill	Maru	194	nò	nò			193	n ò
903	Proto-Burmish	ill	PB	194	na¹ᵃ	na¹ᵃ			193	n a ¹ᵃ
904	Proto-Lolo	ill	PL	194	na¹	na¹			193	n a ¹
905	Proto-Lolo-Burmese	ill	PLB	194	na¹ᵃ	na¹ᵃ			193	n a ¹ᵃ
906	Rangoon	ill	Spoken Burmese	194	ná	ná			193	n á
717	Atsi	in front	Atsi	158	hī	hī			158	h ī
718	Maru	in front	Maru	158	γítàu	γítàu			158	 + γ í + t à u
719	Proto-Burmish	in front	PB	158	hei³	hei³			158	h ei ³
720	Rangoon	in front	Spoken Burmese	158	šèi	šèi			158	š è i
907	Akha	insect, worm	Akha	195	bø̀	bø̀	Lisu: ‘silk’		194	b ø̀
908	Atsi	insect, worm	Atsi	195	pàu	pàu	Lisu: ‘silk’		194	p à u
909	Lisu	insect, worm	Lisu	195	bù̸	bù̸	Lisu: ‘silk’		194	b ù̸
910	Maru	insect, worm	Maru	195	păthòŋ	păthòŋ	Lisu: ‘silk’		194	p ă + t h ò ŋ
911	Proto-Burmish	insect, worm	PB	195	po²	po²	Lisu: ‘silk’		194	p o ²
912	Proto-Lolo	insect, worm	PL	195	bo²	bo²	Lisu: ‘silk’		194	b o ²
913	Proto-Lolo-Burmese	insect, worm	PLB	195	po²	po²	Lisu: ‘silk’		194	p o ²
914	Rangoon	insect, worm	Spoken Burmese	195	pôu	pôu	Lisu: ‘silk’		194	p ô u
915	Lisu	interrogative suffix	Lisu	196	là	là	PB: Bu; PL: Li		195	l à
916	Proto-Burmish	interrogative suffix	PB	196	la²	la²	PB: Bu; PL: Li		195	l a ²
917	Proto-Lolo	interrogative suffix	PL	196	la²	la²	PB: Bu; PL: Li		195	l a ²
918	Proto-Lolo-Burmese	interrogative suffix	PLB	196	la²	la²	PB: Bu; PL: Li		195	l a ²
919	Rangoon	interrogative suffix	Spoken Burmese	196	lâ	lâ	PB: Bu; PL: Li		195	l â
920	Akha	intestine	Akha	197	bɔ̄ú	bɔ̄ú			196	b ɔ̄ú
921	Atsi	intestine	Atsi	197	ú	ú			196	ú
922	Lisu	intestine	Lisu	197	wū̸	wū̸			196	w ū̸
923	Maru	intestine	Maru	197	àu	àu			196	à u
924	Proto-Burmish	intestine	PB	197	u¹ᵇ	u¹ᵇ			196	u ¹ᵇ
925	Proto-Lolo	intestine	PL	197	u¹	u¹			196	u ¹
926	Proto-Lolo-Burmese	intestine	PLB	197	u¹ᵇ	u¹ᵇ			196	u ¹ᵇ
927	Rangoon	intestine	Spoken Burmese	197	ú	ú			196	ú
928	Akha	iron	Akha	198	šḿ	šḿ	Atsi: 'knife'		197	š ḿ
929	Atsi	iron	Atsi	198	šám	šám	Atsi: 'knife'		197	š á m
930	Lisu	iron	Lisu	198	xwɔ̄	xwɔ̄	Atsi: 'knife'		197	x w ɔ̄
931	Proto-Burmish	iron	PB	198	šam¹ᵇ	šam¹ᵇ	Atsi: 'knife'		197	š a m ¹ᵇ
932	Proto-Lolo	iron	PL	198	šam¹	šam¹	Atsi: 'knife'		197	š a m ¹
933	Proto-Lolo-Burmese	iron	PLB	198	šam¹ᵇ	šam¹ᵇ	Atsi: 'knife'		197	š a m ¹ᵇ
934	Rangoon	iron	Spoken Burmese	198	θán	θán	Atsi: 'knife'		197	θ á n
935	Atsi	itch	Atsi	199	yó	yó			198	y ó
936	Proto-Burmish	itch	PB	199	ya²	ya²			198	ya ²
937	Rangoon	itch	Spoken Burmese	199	yâ	yâ			198	y â
938	Akha	join	Akha	200	tsàʔ	tsàʔ	PL: Akha		199	t s à ʔ
939	Atsi	join	Atsi	200	tshoʔ	tshoʔ	PL: Akha		199	t s + h o ʔ
940	Maru	join	Maru	200	tshóʔ	tshóʔ	PL: Akha		199	t s + h ó ʔ
941	Proto-Burmish	join	PB	200	tshaʔ	tshaʔ	PL: Akha		199	t s + h a ʔ
942	Proto-Lolo	join	PL	200	tshaʔ¹	tshaʔ¹	PL: Akha		199	t s + h a ʔ ¹
943	Proto-Lolo-Burmese	join	PLB	200	tshaʔ¹	tshaʔ¹	PL: Akha		199	t s + h a ʔ ¹
944	Rangoon	join	Spoken Burmese	200	sheʔ	sheʔ	PL: Akha		199	s h e ʔ
945	Atsi	joints	Atsi	201	ătshoʔ	ătshoʔ	Atsi: F		200	ă + t s + h o ʔ
946	Maru	joints	Maru	201	tshák	tshák	Atsi: F		200	t s + h á k
947	Proto-Burmish	joints	PB	201	tshik	tshik	Atsi: F		200	t s + h i k
948	Rangoon	joints	Spoken Burmese	201	ăshiʔ	ăshiʔ	Atsi: F		200	ă s + h i ʔ
949	Atsi	key	Atsi	202	tsoʔ	tsoʔ			201	t s o ʔ
950	Maru	key	Maru	202	tsòʔ	tsòʔ			201	t s ò ʔ
951	Proto-Burmish	key	PB	202	tsaʔ	tsaʔ			201	t s a ʔ
952	Akha	kill-1	Akha	203	dìsɛ̀ʔ	dìsɛ̀ʔ	PL: Akha		202	d ì + s ɛ̀ ʔ
953	Atsi	kill-1	Atsi	203	sat	sat	PL: Akha		202	s a t
954	Maru	kill-1	Maru	203	séʔ	séʔ	PL: Akha		202	s é ʔ
955	Proto-Burmish	kill-1	PB	203	sat	sat	PL: Akha		202	s a t
956	Proto-Lolo	kill-1	PL	203	seʔ¹	seʔ¹	PL: Akha		202	s e ʔ ¹
957	Proto-Lolo-Burmese	kill-1	PLB	203	sat¹	sat¹	PL: Akha		202	s a t ¹
958	Rangoon	kill-1	Spoken Burmese	203	θaʔ	θaʔ	PL: Akha		202	θ a ʔ
959	Akha	kill-2	Akha	204	dìsɛ̀ʔ	dìsɛ̀ʔ			203	d ì + s ɛ̀ ʔ
960	Proto-Lolo	kill-2	PL	204	di²	di²			203	d i ²
961	Atsi	kite (bird)	Atsi	205	tsûn	tsûn			204	t s û n
962	Maru	kite (bird)	Maru	205	tsùmkʔyā	tsùmkʔyā			204	t s ù m k + ʔ y ā
963	Proto-Burmish	kite (bird)	PB	205	tsun¹ᵃ	tsun¹ᵃ			204	t s u n ¹ᵃ
964	Rangoon	kite (bird)	Spoken Burmese	205	sún	sún			204	s ú n
965	Atsi	knead	Atsi	206	nê	nê			205	n ê
966	Proto-Burmish	knead	PB	206	ne¹ᵃ	ne¹ᵃ			205	n e ¹ᵃ
967	Rangoon	knead	Spoken Burmese	206	né	né			205	n é
968	Akha	know	Akha	207	sì	sì	Burmese: T; Atsi: F; Lisu: FT	BSB: Burling left the grave tone (= creaky tone) unmarked; restored it	206	s ì
969	Atsi	know	Atsi	207	sé	sé	Burmese: T; Atsi: F; Lisu: FT	BSB: Burling left the grave tone (= creaky tone) unmarked; restored it	206	s é
970	Lisu	know	Lisu	207	sʌ́	sʌ́	Burmese: T; Atsi: F; Lisu: FT	BSB: Burling left the grave tone (= creaky tone) unmarked; restored it	206	s ʌ́
971	Proto-Lolo	know	PL	207	si²	si²	Burmese: T; Atsi: F; Lisu: FT	BSB: Burling left the grave tone (= creaky tone) unmarked; restored it	206	s i ²
972	Rangoon	know	Spoken Burmese	207	θî	θî	Burmese: T; Atsi: F; Lisu: FT	BSB: Burling left the grave tone (= creaky tone) unmarked; restored it	206	θ î
973	Atsi	ladle	Atsi	208	mut	mut	Atsi: I		207	m u t
974	Maru	ladle	Maru	208	mʔat	mʔat	Atsi: I		207	m ʔ a t
975	Proto-Burmish	ladle	PB	208	mʔut	mʔut	Atsi: I		207	m ʔ u t
976	Rangoon	ladle	Spoken Burmese	208	hmouʔ	hmouʔ	Atsi: I		207	h m ou ʔ
977	Akha	land	Akha	209	míxɔ̀n	míxɔ̀n	Atsi: F		208	m í + x ɔ̀ n
978	Proto-Lolo	land	PL	209	mi¹	mi¹	Atsi: F		208	m i ¹
979	Atsi	laugh	Atsi	210	vûi	vûi			209	v û i
980	Maru	laugh	Maru	210	yì	yì			209	y ì
981	Proto-Burmish	laugh	PB	210	γi¹	γi¹			209	 + γ i ¹
982	Rangoon	laugh	Spoken Burmese	210	yí	yí			209	yí
983	Akha	leaf	Akha	211	ápàʔ	ápàʔ	Maru: I; Lahu: cf. 'tree-3'		210	á + p à ʔ
984	Atsi	leaf	Atsi	211	phoʔ	phoʔ	Maru: I; Lahu: cf. 'tree-3'		210	p h o ʔ
985	Maru	leaf	Maru	211	ăwóʔ	ăwóʔ	Maru: I; Lahu: cf. 'tree-3'		210	ă + w ó ʔ
986	Proto-Burmish	leaf	PB	211	phaʔ	phaʔ	Maru: I; Lahu: cf. 'tree-3'		210	p h a ʔ
987	Proto-Lolo	leaf	PL	211	phaʔ¹	phaʔ¹	Maru: I; Lahu: cf. 'tree-3'		210	p h a ʔ ¹
988	Proto-Lolo-Burmese	leaf	PLB	211	phaʔ¹	phaʔ¹	Maru: I; Lahu: cf. 'tree-3'		210	p h a ʔ ¹
989	Rangoon	leaf	Spoken Burmese	211	pheʔyweʔ	pheʔyweʔ	Maru: I; Lahu: cf. 'tree-3'		210	p h e + ʔ y + w e ʔ
990	Atsi	leak	Atsi	212	yûithoʔ	yûithoʔ			211	y û i + t h o ʔ
991	Proto-Burmish	leak	PB	212	yo¹ᵃ	yo¹ᵃ			211	yo ¹ᵃ
992	Rangoon	leak	Spoken Burmese	212	yóu	yóu			211	y ó u
993	Akha	leech	Akha	213	àyɛ̀ʔ	àyɛ̀ʔ	PB: Ma		212	à yɛ̀ ʔ
994	Lisu	leech	Lisu	213	weʔ	weʔ	PB: Ma		212	w e ʔ
995	Maru	leech	Maru	213	wʔeʔnyùk	wʔeʔnyùk	PB: Ma		212	w ʔ e + ʔ n y ù k
996	Proto-Burmish	leech	PB	213	wʔat	wʔat	PB: Ma		212	w ʔ a t
997	Proto-Lolo	leech	PL	213	weʔ¹	weʔ¹	PB: Ma		212	w e ʔ ¹
998	Proto-Lolo-Burmese	leech	PLB	213	wʔat¹	wʔat¹	PB: Ma		212	w ʔ a t ¹
999	Atsi	lick	Atsi	214	yoʔ	yoʔ			213	yo ʔ
1000	Maru	lick	Maru	214	yòʔ	yòʔ			213	y ò ʔ
1001	Proto-Burmish	lick	PB	214	yaʔ	yaʔ			213	ya ʔ
1002	Proto-Lolo	lick	PL	214	weʔ¹	weʔ¹			213	w e ʔ ¹
1003	Rangoon	lick	Spoken Burmese	214	yeʔ	yeʔ			213	ye ʔ
1004	Akha	lift	Akha	215	cì	cì			214	c ì
1005	Lisu	lift	Lisu	215	chù̸	chù̸			214	c h ù̸
1006	Proto-Lolo	lift	PL	215	chi²	chi²			214	c h i ²
1007	Lisu	lightweight	Lisu	216	lō	lō			215	l ō
1008	Proto-Lolo	lightweight	PL	216	lɔ¹	lɔ¹			215	l ɔ ¹
1009	Atsi	little	Atsi	217	ŋê	ŋê			216	ŋ ê
1010	Proto-Burmish	little	PB	217	ŋe¹ᵃ	ŋe¹ᵃ			216	ŋ e ¹ᵃ
1011	Rangoon	little	Spoken Burmese	217	ŋé	ŋé			216	ŋ é
1012	Akha	liver	Akha	218	šàtsɔ̀n	šàtsɔ̀n	Akha: I		217	š à + t s ɔ̀ n
1013	Atsi	liver	Atsi	218	sìŋ	sìŋ	Akha: I		217	s ì ŋ
1014	Maru	liver	Maru	218	sāŋ	sāŋ	Akha: I		217	s ā ŋ
1015	Proto-Burmish	liver	PB	218	siŋ²	siŋ²	Akha: I		217	s i ŋ ²
1016	Proto-Lolo	liver	PL	218	siŋ²	siŋ²	Akha: I		217	s i ŋ ²
1017	Proto-Lolo-Burmese	liver	PLB	218	siŋ²	siŋ²	Akha: I		217	s i ŋ ²
1018	Rangoon	liver	Spoken Burmese	218	ăθê	ăθê	Akha: I		217	ă + θ ê
1019	Akha	loom	Akha	219	zàʔ	zàʔ			218	z à ʔ
1020	Atsi	loom	Atsi	219	voʔkàn	voʔkàn			218	v o ʔ + k à n
1021	Lisu	loom	Lisu	219	yaʔ	yaʔ			218	ya ʔ
1022	Maru	loom	Maru	219	γòʔkīn	γòʔkīn			218	 + γ ò ʔ + k ī n
1023	Proto-Burmish	loom	PB	219	γaʔkan²	γaʔkan²			218	 + γ a ʔ + k a n ²
1024	Proto-Lolo	loom	PL	219	γaʔ¹	γaʔ¹			218	 + γ a ʔ ¹
1025	Proto-Lolo-Burmese	loom	PLB	219	γaʔ¹	γaʔ¹			218	 + γ a ʔ ¹
1026	Rangoon	loom	Spoken Burmese	219	yeʔkânzín	yeʔkânzín			218	ye ʔ + k â n + z í n
1027	Maru	louse	Maru	220	šīn	šīn			219	š ī n
1028	Proto-Burmish	louse	PB	220	šam²/šan²	šam²/šan²			219	š a m ² + / š a n ²
1029	Rangoon	louse	Spoken Burmese	220	θân	θân			219	θ â n
1030	Atsi	love	Atsi	221	cʔit	cʔit			220	c ʔ i t
1031	Proto-Burmish	love	PB	221	cʔit	cʔit			220	c ʔ i t
1032	Rangoon	love	Spoken Burmese	221	chiʔ	chiʔ			220	c h i ʔ
1033	Atsi	lungs	Atsi	222	tsʔut	tsʔut			221	t s + ʔ u t
1034	Proto-Burmish	lungs	PB	222	tsʔut	tsʔut			221	t s + ʔ u t
1035	Rangoon	lungs	Spoken Burmese	222	ăshouʔ	ăshouʔ			221	ă s + h ou ʔ
1036	Atsi	maggots	Atsi	223	luʔ	luʔ			222	l u ʔ
1037	Maru	maggots	Maru	223	lòk	lòk			222	l ò k
1038	Proto-Burmish	maggots	PB	223	lok	lok			222	l o k
1039	Rangoon	maggots	Spoken Burmese	223	lauʔ	lauʔ			222	l au ʔ
1046	Atsi	male-1 (animal)	Atsi	226	phō	phō			225	p h ō
1047	Maru	male-1 (animal)	Maru	226	phó	phó			225	p h ó
1048	Proto-Burmish	male-1 (animal)	PB	226	pha³	pha³			225	p h a ³
1049	Rangoon	male-1 (animal)	Spoken Burmese	226	phà	phà			225	p h à
1040	Atsi	male-1 (human)	Atsi	224	yuʔkê	yuʔkê			223	yu ʔ + k ê
1041	Maru	male-1 (human)	Maru	224	yòkkài	yòkkài			223	y ò + kk à i
1042	Proto-Burmish	male-1 (human)	PB	224	yok	yok			223	yo k
1043	Rangoon	male-1 (human)	Spoken Burmese	224	yauʔcâ	yauʔcâ			223	yau ʔ + c â
1050	Atsi	male-2 (animal)	Atsi	227	àlò	àlò			226	à + l ò
1051	Proto-Burmish	male-2 (animal)	PB	227	la²	la²			226	l a ²
1052	Rangoon	male-2 (animal)	Spoken Burmese	227	lâ	lâ			226	l â
1044	Lisu	male-2 (human)	Lisu	225	yípá	yípá			224	yí + p á
1045	Proto-Lolo	male-2 (human)	PL	225	pa²	pa²			224	p a ²
1053	Akha	many	Akha	228	γɔ̀myà	γɔ̀myà	PL: Ak		227	 + γ ɔ̀ + m y à
1054	Atsi	many	Atsi	228	myó	myó	PL: Ak		227	m y ó
1055	Proto-Burmish	many	PB	228	mya²	mya²	PL: Ak		227	m ya ²
1056	Proto-Lolo	many	PL	228	mya²	mya²	PL: Ak		227	m ya ²
1057	Proto-Lolo-Burmese	many	PLB	228	mya²	mya²	PL: Ak		227	m ya ²
1058	Rangoon	many	Spoken Burmese	228	myâ	myâ	PL: Ak		227	m y â
1059	Proto-Burmish	marrow	PB	229	chaŋ¹	chaŋ¹	PB: Bu; PL: Ak		228	c h a ŋ ¹
1060	Proto-Lolo	marrow	PL	229	chɔ¹	chɔ¹	PB: Bu; PL: Ak		228	c h ɔ ¹
1061	Proto-Lolo-Burmese	marrow	PLB	229	chaŋ¹	chaŋ¹	PB: Bu; PL: Ak		228	c h a ŋ ¹
1062	Rangoon	marrow	Spoken Burmese	229	chínzí	chínzí	PB: Bu; PL: Ak		228	c h í n + z í
1063	Atsi	mature	Atsi	230	vāŋ	vāŋ			229	v ā ŋ
1064	Proto-Burmish	mature	PB	230	γaŋ³	γaŋ³			229	 + γ a ŋ ³
1065	Rangoon	mature	Spoken Burmese	230	yìn	yìn			229	y ì n
1066	Akha	meat	Akha	231	šàjî	šàjî			230	š à + j î
1067	Atsi	meat	Atsi	231	šò	šò			230	š ò
1068	Lisu	meat	Lisu	231	xwà	xwà			230	x w à
1069	Maru	meat	Maru	231	šō	šō			230	š ō
1070	Proto-Burmish	meat	PB	231	ša²	ša²			230	š a ²
1071	Proto-Lolo	meat	PL	231	ša²	ša²			230	š a ²
1072	Proto-Lolo-Burmese	meat	PLB	231	ša²	ša²			230	š a ²
1073	Rangoon	meat	Spoken Burmese	231	ăθâ	ăθâ			230	ă + θ â
1074	Atsi	medicine	Atsi	232	chì	chì	PB: At; PL: La		231	c h ì
1075	Proto-Burmish	medicine	PB	232	chei²	chei²	PB: At; PL: La		231	c h ei ²
1076	Proto-Lolo	medicine	PL	232	chei²	chei²	PB: At; PL: La		231	c h ei ²
1077	Proto-Lolo-Burmese	medicine	PLB	232	chei²	chei²	PB: At; PL: La		231	c h ei ²
1078	Atsi	middle	Atsi	233	tsòlat	tsòlat			232	t s ò + l a t
1079	Proto-Burmish	middle	PB	233	lat	lat			232	l a t
1080	Rangoon	middle	Spoken Burmese	233	laʔ	laʔ			232	l a ʔ
1081	Akha	monkey	Akha	234	myɔ̀ʔ	myɔ̀ʔ	Lisu: F		233	m yɔ̀ ʔ
1082	Atsi	monkey	Atsi	234	myuʔ	myuʔ	Lisu: F		233	m yu ʔ
1083	Lisu	monkey	Lisu	234	myøʔ	myøʔ	Lisu: F		233	m yø ʔ
1084	Maru	monkey	Maru	234	myòk	myòk	Lisu: F		233	m y ò k
1085	Proto-Burmish	monkey	PB	234	myok	myok	Lisu: F		233	m yo k
1086	Proto-Lolo	monkey	PL	234	myoʔ¹	myoʔ¹	Lisu: F		233	m yo ʔ ¹
1087	Proto-Lolo-Burmese	monkey	PLB	234	myok¹	myok¹	Lisu: F		233	m yo k ¹
1088	Rangoon	monkey	Spoken Burmese	234	myauʔ	myauʔ	Lisu: F		233	m yau ʔ
1089	Atsi	month	Atsi	235	khyap	khyap			234	k h ya p
1090	Maru	month	Maru	235	khyéʔ	khyéʔ			234	k h y é ʔ
1091	Proto-Burmish	month	PB	235	khyap	khyap			234	k h ya p
1092	Lisu	moon	Lisu	236	hābâ	hābâ			235	h ā + b â
1093	Proto-Lolo	moon	PL	236	ba³	ba³			235	b a ³
1094	Lisu	morning	Lisu	237	næʔ	næʔ	PB: Bu; PL: Li		236	n æ ʔ
1095	Proto-Burmish	morning	PB	237	naʔ	naʔ	PB: Bu; PL: Li		236	n a ʔ
1096	Proto-Lolo	morning	PL	237	naʔ¹	naʔ¹	PB: Bu; PL: Li		236	n a ʔ ¹
1097	Proto-Lolo-Burmese	morning	PLB	237	naʔ¹	naʔ¹	PB: Bu; PL: Li		236	n a ʔ ¹
1098	Rangoon	morning	Spoken Burmese	237	măneʔ	măneʔ	PB: Bu; PL: Li		236	m ă + n e ʔ
1099	Atsi	mortar (for rice)	Atsi	238	tshúm	tshúm	PL: La		237	t s + h ú m
1100	Maru	mortar (for rice)	Maru	238	tshàm	tshàm	PL: La		237	t s + h à m
1101	Proto-Burmish	mortar (for rice)	PB	238	tshum¹ᵇ	tshum¹ᵇ	PL: La		237	t s + h u m ¹ᵇ
1102	Proto-Lolo	mortar (for rice)	PL	238	tshum¹	tshum¹	PL: La		237	t s + h u m ¹
1103	Proto-Lolo-Burmese	mortar (for rice)	PLB	238	tshum¹ᵇ	tshum¹ᵇ	PL: La		237	t s + h u m ¹ᵇ
1104	Rangoon	mortar (for rice)	Spoken Burmese	238	shóun	shóun	PL: La		237	s h ó u n
1105	Atsi	mountain	Atsi	240	pûm	pûm	BSB: 'piled up'		238	p û m
1106	Maru	mountain	Maru	240	pàm	pàm	BSB: 'piled up'		238	p à m
1107	Proto-Burmish	mountain	PB	240	pum¹ᵃ	pum¹ᵃ	BSB: 'piled up'		238	p u m ¹ᵃ
1108	Rangoon	mountain	Spoken Burmese	240	póun	póun	BSB: 'piled up'		238	p ó u n
1109	Akha	mouth-1	Akha	241	mø̀bø̄	mø̀bø̄	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ø̀ + b ø̄
1110	Lisu	mouth-1	Lisu	241	mə̀nʌ̌	mə̀nʌ̌	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ə̀ + n ʌ̌
1111	Proto-Burmish	mouth-1	PB	241	mə²	mə²	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ə ²
1112	Proto-Lolo	mouth-1	PL	241	mə²	mə²	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ə ²
1113	Proto-Lolo-Burmese	mouth-1	PLB	241	mə²	mə²	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ə ²
1114	Rangoon	mouth-1	Spoken Burmese	241	mêisèi	mêisèi	PB: Bu; BSB: 'chin'; Lahu: 'lip'; cf. 'skin'; Akha F		239	m ê i + s è i
1115	Atsi	mouth-2	Atsi	242	nʔut	nʔut			240	n ʔ u t
1116	Maru	mouth-2	Maru	242	nʔat	nʔat			240	n ʔ a t
1117	Proto-Burmish	mouth-2	PB	242	nʔut	nʔut			240	n ʔ u t
1118	Rangoon	mouth-2	Spoken Burmese	242	hnouʔ	hnouʔ			240	h n ou ʔ
1119	Maru	mule	Maru	243	lòtsè	lòtsè			241	l ò + t s è
1120	Proto-Burmish	mule	PB	243	la²ᶜ	la²ᶜ			241	l a ²ᶜ
1121	Rangoon	mule	Spoken Burmese	243	lâ	lâ			241	l â
1122	Atsi	mushroom	Atsi	244	mâu	mâu	BSB: A; Lisu: T		242	m â u
1123	Lisu	mushroom	Lisu	244	mû̸	mû̸	BSB: A; Lisu: T		242	m û̸
1124	Maru	mushroom	Maru	244	mùk	mùk	BSB: A; Lisu: T		242	m ù k
1125	Proto-Burmish	mushroom	PB	244	mo¹ᵃ	mo¹ᵃ	BSB: A; Lisu: T		242	m o ¹ᵃ
1126	Proto-Lolo	mushroom	PL	244	mo¹	mo¹	BSB: A; Lisu: T		242	m o ¹
1127	Proto-Lolo-Burmese	mushroom	PLB	244	mo¹ᵃ	mo¹ᵃ	BSB: A; Lisu: T		242	m o ¹ᵃ
1128	Rangoon	mushroom	Spoken Burmese	244	hmóu	hmóu	BSB: A; Lisu: T		242	h m ó u
1129	Atsi	nails (cf. hand)	Atsi	245	loʔsìŋ	loʔsìŋ	Maru: ‘claw’; Lisu, Lahu: I		243	l o + ʔ s ì ŋ
1130	Lisu	nails (cf. hand)	Lisu	245	læʔšù̸	læʔšù̸	Maru: ‘claw’; Lisu, Lahu: I		243	l æ + ʔ š ù̸
1131	Maru	nails (cf. hand)	Maru	245	lòʔsāŋ	lòʔsāŋ	Maru: ‘claw’; Lisu, Lahu: I		243	l ò + ʔ s ā ŋ
1132	Proto-Burmish	nails (cf. hand)	PB	245	siŋ²	siŋ²	Maru: ‘claw’; Lisu, Lahu: I		243	s i ŋ ²
1133	Rangoon	nails (cf. hand)	Spoken Burmese	245	ăθê	ăθê	Maru: ‘claw’; Lisu, Lahu: I		243	ă + θ ê
1134	Atsi	name-1	Atsi	246	myîŋ	myîŋ	Atsi: noun; Maru: Y		244	m y î ŋ
1135	Maru	name-1	Maru	246	màŋ	màŋ	Atsi: noun; Maru: Y		244	m à ŋ
1136	Proto-Burmish	name-1	PB	246	myiŋ¹ᵃ	myiŋ¹ᵃ	Atsi: noun; Maru: Y		244	m yi ŋ ¹ᵃ
1137	Rangoon	name-1	Spoken Burmese	246	myí	myí	Atsi: noun; Maru: Y		244	m yí
1138	Akha	name-2	Akha	247	cɔ́myɔ́n	cɔ́myɔ́n	PB: At; Atsi: verb; Lisu: F		245	c ɔ́ + m yɔ́ n
1139	Atsi	name-2	Atsi	247	mʔyíŋ	mʔyíŋ	PB: At; Atsi: verb; Lisu: F		245	m ʔ yí ŋ
1140	Lisu	name-2	Lisu	247	myø̂	myø̂	PB: At; Atsi: verb; Lisu: F		245	m yø̂
1141	Proto-Burmish	name-2	PB	247	mʔyiŋ¹ᵇ	mʔyiŋ¹ᵇ	PB: At; Atsi: verb; Lisu: F		245	m ʔ yi ŋ ¹ᵇ
1142	Proto-Lolo	name-2	PL	247	mʔyiŋ¹	mʔyiŋ¹	PB: At; Atsi: verb; Lisu: F		245	m ʔ yi ŋ ¹
1143	Proto-Lolo-Burmese	name-2	PLB	247	mʔyiŋ¹ᵇ	mʔyiŋ¹ᵇ	PB: At; Atsi: verb; Lisu: F		245	m ʔ yi ŋ ¹ᵇ
1144	Akha	navel	Akha	248	càʔtɔ́n	càʔtɔ́n	PL: Ak		246	c à ʔ + t ɔ́ n
1145	Atsi	navel	Atsi	248	choʔ	choʔ	PL: Ak		246	c h o ʔ
1146	Maru	navel	Maru	248	chóʔ	chóʔ	PL: Ak		246	c h ó ʔ
